url_length,num_dots,num_hyphens,num_digits,num_subdomains,num_params,domain_age_days,has_ip,has_at_symbol,https,shortened,brand_in_subdomain,host_entropy,tld,is_phishing
74,3,0,0,1,1,1845,0,0,1,0,0,3.135,net,0
58,1,1,2,2,2,572,1,0,1,1,0,2.747,click,1
90,1,0,1,0,1,475,0,0,1,0,0,3.978,net,0
39,3,0,0,0,2,1182,0,0,1,0,0,3.801,gov,0
61,1,0,2,0,0,1276,0,0,0,0,0,3.394,com,0
52,3,0,3,3,1,221,1,0,0,0,0,3.515,tk,1
78,1,3,5,3,1,125,0,0,1,0,0,3.548,net,1
32,2,1,2,1,0,847,0,0,1,0,0,3.075,com,0
53,1,0,0,0,3,874,0,0,1,0,0,3.138,net,0
42,5,1,1,1,2,1647,0,0,1,0,0,3.258,net,0
56,1,0,1,0,0,2158,0,0,1,0,0,3.832,com,0
85,3,2,3,3,4,378,0,0,1,0,0,3.714,top,1
48,1,0,5,3,1,222,0,0,1,1,0,4.067,zip,1
38,1,0,1,0,1,1724,0,0,1,1,0,3.637,fr,0
55,1,0,0,2,0,1055,0,0,1,0,0,2.878,com,0
89,1,1,2,1,2,660,0,0,1,0,0,4.33,xyz,1
66,2,0,1,0,0,1623,0,0,1,0,0,2.696,com,0
93,1,1,0,1,1,1141,0,0,1,0,0,2.816,com,0
46,1,0,2,1,0,1572,0,0,1,0,0,2.919,fr,0
69,1,0,0,1,1,776,0,0,1,0,0,2.297,fr,0
69,2,1,1,2,1,705,0,0,1,0,0,3.266,com,0
40,2,3,4,2,3,488,0,0,1,0,0,3.928,zip,1
93,2,3,0,4,1,290,0,0,1,0,0,3.64,fr,0
36,4,0,2,0,2,2781,0,0,1,0,0,3.502,fr,0
64,1,1,5,1,2,413,0,0,1,1,0,3.045,info,1
53,3,2,2,1,2,1257,0,1,0,0,0,3.313,org,0
63,3,2,3,1,2,2544,0,0,1,0,0,2.529,net,0
52,1,1,1,1,1,1039,0,0,1,0,0,2.469,com,0
30,3,1,2,2,2,1301,0,0,1,0,0,3.617,edu,0
89,1,3,5,2,2,268,1,0,1,0,0,3.347,net,1
49,1,1,0,2,0,455,0,0,1,0,0,2.011,net,0
23,1,6,5,2,1,447,0,0,0,0,0,4.398,info,1
67,4,2,6,5,2,229,0,0,1,1,0,3.35,click,1
53,3,0,2,0,0,2219,1,0,0,0,0,2.735,org,0
56,1,0,3,4,0,3084,0,0,1,0,0,2.893,com,0
24,3,3,0,2,0,1220,0,0,1,0,0,2.641,com,0
48,1,1,2,2,1,2306,1,0,1,0,0,2.524,net,0
80,2,2,1,2,2,319,0,0,1,0,0,3.583,com,1
103,1,0,5,1,2,294,0,0,1,1,0,3.921,top,1
66,3,1,2,0,4,1708,0,0,0,0,0,2.586,com,0
76,3,0,1,0,1,2684,0,0,1,0,0,3.36,com,0
23,1,0,4,1,3,817,0,0,1,1,0,3.196,net,0
85,3,3,2,1,3,75,0,0,1,0,0,4.251,com,1
26,3,1,3,0,0,723,0,0,1,0,0,3.033,com,0
51,1,0,2,2,0,1337,0,0,1,0,0,3.2,com,0
32,1,2,1,0,6,1544,0,0,1,1,0,3.258,com,0
76,2,2,9,1,0,184,0,0,1,0,0,3.671,xyz,1
37,5,0,1,2,0,2304,0,0,1,0,0,2.617,fr,0
48,2,1,2,0,2,3053,0,0,0,0,0,2.827,fr,0
79,2,2,4,4,1,31,0,0,1,0,0,4.788,xyz,1
50,1,2,6,2,0,131,0,0,1,0,0,3.909,tk,1
59,2,0,1,2,4,839,0,0,1,1,0,2.631,org,0
70,1,1,2,2,0,523,0,0,1,0,0,3.332,gov,0
62,4,1,0,0,1,736,0,0,1,0,0,3.764,gov,0
64,4,2,6,2,1,102,0,0,1,0,1,3.616,com,1
42,2,0,1,1,1,2221,0,0,1,0,0,3.062,edu,0
60,2,1,6,2,0,917,0,0,1,1,1,3.884,top,1
60,2,2,2,3,1,1006,0,0,1,0,0,3.076,fr,0
69,1,1,5,1,2,318,0,0,1,0,0,3.93,click,1
40,1,0,2,1,0,1242,0,0,1,0,1,2.73,org,0
36,3,0,2,1,0,822,1,0,1,0,0,2.833,com,0
74,1,0,1,0,3,1705,0,0,1,0,1,2.003,net,0
44,3,0,3,0,0,2202,0,0,1,0,0,3.05,fr,0
77,1,0,2,1,1,3045,0,0,1,0,0,3.047,fr,0
48,1,2,1,1,0,938,0,0,1,0,0,3.291,org,0
75,3,2,2,1,2,2157,0,0,1,0,0,3.099,fr,0
24,1,0,0,1,1,675,0,0,1,0,0,3.708,com,0
70,2,1,3,1,1,301,0,1,1,0,0,3.904,net,0
88,2,0,2,1,0,1027,0,0,1,0,0,2.714,com,0
78,3,0,1,1,2,784,0,0,1,0,0,3.338,com,0
58,1,2,4,2,0,1404,0,0,1,0,0,3.047,com,0
79,3,0,4,1,1,632,0,0,1,0,0,3.365,com,0
18,2,1,1,2,1,1360,0,0,1,0,0,3.178,com,0
67,2,2,1,2,0,170,1,0,1,0,0,3.827,net,1
71,2,0,6,1,1,1179,0,0,1,0,0,2.904,edu,0
52,3,1,5,2,1,535,0,0,1,0,1,4.004,net,1
117,1,2,3,1,0,51,0,0,1,1,0,3.195,zip,1
23,1,1,7,0,1,1156,0,0,1,0,0,3.853,fr,0
62,2,0,2,1,0,291,0,0,0,0,0,2.951,com,0
98,2,1,5,1,3,325,0,1,1,0,1,3.143,top,1
94,1,3,1,4,4,151,0,0,0,0,0,3.572,click,1
23,3,0,2,2,0,1032,0,0,1,0,0,3.271,net,0
64,2,5,3,3,0,340,0,0,1,0,1,3.217,info,1
43,1,1,2,0,1,1586,0,0,1,0,0,2.566,com,0
81,2,0,1,1,1,1142,0,0,1,0,1,3.472,fr,0
47,7,0,2,0,1,1127,0,0,1,0,0,2.943,com,0
83,3,1,0,1,0,1337,1,0,1,0,0,3.178,gov,0
64,1,2,3,1,2,676,0,0,1,0,0,2.951,org,0
81,2,1,1,0,1,1189,0,0,1,0,0,4.206,org,0
48,1,0,2,2,0,665,0,0,1,0,0,2.999,com,0
27,1,1,2,1,0,691,0,0,1,1,0,2.536,com,0
53,1,1,0,2,0,1940,0,0,1,0,0,3.586,edu,0
31,2,0,2,0,1,538,0,1,1,0,0,2.857,fr,0
33,2,0,0,2,1,1707,0,0,1,0,0,3.403,com,0
48,1,0,1,1,1,1392,0,0,1,0,0,2.883,com,0
57,5,1,2,1,1,417,0,0,1,0,0,3.235,fr,0
35,1,0,3,0,1,479,0,0,1,0,0,2.444,fr,0
41,2,0,1,1,0,303,0,0,1,1,0,2.987,net,0
49,1,0,1,0,1,1265,0,0,1,0,0,3.572,org,0
81,4,4,4,2,0,291,0,0,1,0,1,3.043,tk,1
63,4,0,1,1,2,908,0,0,1,0,0,3.285,gov,0
66,1,1,0,0,1,1177,0,0,1,0,0,2.492,com,0
31,1,0,1,1,3,1397,0,0,1,0,0,3.044,fr,0
96,3,2,5,2,2,173,0,0,1,0,0,3.374,com,1
49,1,0,3,2,0,926,0,0,1,0,0,3.291,com,0
48,1,0,0,0,2,933,0,0,1,0,0,3.451,com,0
24,2,2,6,1,6,504,1,0,1,0,0,3.393,xyz,1
112,1,1,5,1,1,128,0,0,1,1,1,3.203,xyz,1
50,1,5,3,1,1,36,0,0,1,1,1,3.088,top,1
69,1,0,3,0,0,1080,0,0,0,0,0,3.252,com,0
51,7,1,2,0,0,2613,0,0,1,1,0,3.114,fr,0
61,1,2,2,3,1,276,0,0,0,0,1,3.598,net,1
33,1,1,1,3,1,1339,0,0,1,0,0,3.342,fr,0
66,4,0,0,0,1,385,0,0,0,1,0,2.336,gov,0
67,4,0,1,0,1,541,0,0,1,0,0,2.322,fr,0
27,1,0,2,0,0,898,0,0,1,0,0,1.934,gov,0
34,2,0,0,0,0,969,0,0,1,0,0,2.457,com,0
72,1,2,3,1,1,1661,0,0,1,0,0,3.158,fr,0
41,2,1,1,1,0,896,0,0,1,0,0,2.677,org,0
60,2,0,1,4,0,1816,0,0,1,0,0,3.307,org,0
43,1,3,1,4,1,1946,0,0,1,0,0,3.205,net,0
21,1,0,6,2,3,462,0,0,0,1,0,3.775,top,1
45,3,0,5,1,2,939,0,0,1,0,0,3.198,net,0
54,1,0,2,3,1,498,0,0,1,0,0,2.79,org,0
36,1,1,7,3,0,99,0,0,1,0,0,3.388,xyz,1
48,2,1,2,2,0,570,0,0,1,0,0,2.364,fr,0
62,3,1,0,1,0,1526,0,0,1,0,0,3.13,net,0
40,1,0,0,1,0,1581,0,0,0,0,0,3.494,edu,0
46,1,1,2,0,2,259,0,0,1,0,0,2.87,com,0
70,1,1,1,1,1,666,0,0,1,0,0,3.284,com,0
44,3,0,3,2,0,577,0,0,1,0,0,3.024,com,0
45,2,1,2,0,2,2224,0,0,1,0,0,2.584,com,0
32,2,2,5,1,0,765,0,0,0,1,0,3.331,xyz,1
47,1,1,1,2,1,323,0,0,1,0,0,3.308,org,0
12,1,1,1,3,0,1492,0,0,1,0,0,3.391,com,0
80,1,1,0,0,1,563,0,0,1,0,0,3.262,com,0
73,4,0,3,2,3,741,0,0,1,0,0,2.92,org,0
94,3,0,8,3,3,149,0,0,1,1,0,3.996,xyz,1
43,1,1,0,2,0,1253,0,0,1,0,1,2.151,com,0
12,2,2,1,1,0,919,0,0,1,0,0,2.532,net,0
20,2,0,2,2,1,764,0,0,1,0,0,3.529,com,0
68,2,1,2,1,0,1750,0,0,1,0,0,3.17,com,0
72,4,0,1,2,1,971,0,0,1,0,0,3.592,fr,0
50,1,0,6,5,3,249,0,0,1,0,1,3.536,tk,1
52,1,4,3,1,2,244,1,0,1,0,0,2.959,top,1
64,2,1,2,1,1,1376,0,0,1,0,1,2.358,com,0
110,2,3,6,3,1,100,0,1,1,0,0,2.97,click,1
64,4,2,1,2,0,1510,0,0,0,0,0,3.061,org,0
57,2,2,0,2,1,1659,0,0,1,0,0,3.102,org,0
23,3,0,1,1,0,1194,0,0,1,0,0,3.367,org,0
73,1,0,1,1,1,1023,0,0,1,0,0,2.877,gov,0
73,1,1,7,2,0,120,0,1,1,0,1,3.024,zip,1
100,4,2,2,7,3,421,0,0,1,0,0,4.073,zip,1
78,4,0,2,0,0,1226,0,0,0,0,0,3.309,com,0
103,6,2,5,3,3,158,0,0,0,0,0,3.239,click,1
65,1,1,8,2,0,177,1,0,1,1,0,3.003,info,1
20,3,1,6,2,3,323,0,0,0,0,0,3.918,info,1
119,1,2,4,0,1,738,1,0,1,0,1,3.979,top,1
87,1,0,0,1,2,1078,0,0,1,0,0,2.213,net,0
26,4,0,2,1,0,2160,0,0,0,0,0,3.268,com,0
57,5,1,5,4,1,225,0,0,1,0,0,4.152,xyz,1
51,3,0,0,0,0,811,0,0,1,0,0,3.719,com,0
27,1,0,0,2,0,1002,0,0,1,0,0,3.041,com,0
55,1,1,1,1,0,502,0,0,1,0,0,3.024,edu,0
33,2,2,2,1,0,1503,0,0,1,0,0,2.64,com,0
70,3,1,7,5,0,373,0,0,0,0,1,3.064,info,1
45,3,1,0,1,3,1074,0,0,1,0,0,3.809,com,0
61,3,0,0,1,0,1196,0,0,1,0,1,3.045,com,0
43,1,1,3,0,1,1816,0,0,1,0,0,3.176,fr,0
39,3,0,1,1,1,288,0,0,0,0,0,2.6,com,0
24,3,2,2,0,2,662,0,0,1,0,0,2.735,com,0
33,1,0,1,0,1,756,0,0,0,0,0,3.521,com,0
33,1,1,2,0,2,1819,0,0,1,1,0,3.202,net,0
103,3,1,2,3,1,1966,0,0,1,0,0,3.809,com,0
49,2,2,1,3,0,959,0,0,1,1,0,3.509,com,0
54,1,1,3,2,1,1540,0,0,1,0,0,3.081,com,0
70,3,0,2,0,1,441,0,0,0,0,0,2.885,fr,0
40,4,0,2,2,2,1516,0,0,1,0,0,2.627,com,0
77,1,0,0,0,0,3777,0,0,1,0,0,3.136,edu,0
77,1,4,2,0,1,2416,0,0,1,0,0,2.364,com,0
66,3,1,4,2,1,236,0,0,1,0,0,3.375,top,1
58,3,1,1,0,1,918,0,0,1,0,0,3.248,com,0
58,2,1,0,0,0,1178,0,0,1,0,0,3.036,org,0
52,1,0,5,2,1,1157,0,0,1,0,0,2.583,org,0
57,1,1,0,2,0,647,0,0,1,0,0,3.216,com,0
67,3,2,2,0,1,1397,0,0,1,0,1,2.959,com,0
79,1,3,5,3,1,112,0,0,1,0,1,4.391,com,1
15,3,2,1,2,3,441,0,0,0,0,1,3.33,top,1
39,3,0,2,0,1,889,0,1,0,0,0,2.953,com,0
30,1,0,1,1,0,976,1,0,1,0,0,2.77,gov,0
58,2,0,0,3,2,719,0,0,1,0,0,3.377,com,0
96,2,0,5,1,0,266,0,0,1,0,0,3.635,xyz,1
33,2,3,4,3,2,337,0,0,1,0,1,3.242,net,1
72,2,0,2,0,0,548,0,0,1,0,0,3.239,fr,0
67,1,1,4,1,0,1900,0,0,0,0,0,2.905,org,0
70,2,1,4,0,1,1157,0,0,1,0,0,3.492,gov,0
60,5,1,7,2,1,225,0,0,1,0,0,3.635,com,1
36,2,1,2,1,0,676,0,0,1,0,0,2.927,com,0
46,1,3,4,2,0,1525,0,1,1,0,0,3.15,org,0
46,2,0,1,0,0,541,0,0,1,0,0,2.894,net,0
13,2,0,3,2,0,1178,0,0,0,0,0,2.955,com,0
12,1,0,0,3,1,1934,1,0,1,0,0,3.047,com,0
22,2,2,3,0,0,1149,0,0,1,0,0,3.337,com,0
64,1,0,0,0,0,2019,0,1,1,0,0,2.147,com,0
60,1,1,1,1,1,240,0,0,1,0,0,3.578,com,0
38,2,0,2,2,1,107,0,0,1,1,0,3.762,net,1
56,5,1,1,1,0,1122,0,0,1,0,0,2.432,gov,0
28,4,0,0,0,1,753,0,0,1,0,0,3.285,net,0
42,3,0,3,4,2,1489,0,0,1,0,0,3.125,gov,0
36,2,2,3,0,0,867,0,0,1,0,0,2.362,com,0
99,4,1,2,2,0,1842,0,0,1,0,0,3.075,com,0
66,1,0,4,2,0,1139,0,0,0,0,0,2.435,com,0
32,1,0,6,0,1,305,1,0,1,1,1,3.111,tk,1
37,2,0,2,2,1,2107,0,0,1,0,0,3.059,com,0
57,2,0,2,2,1,543,0,0,1,0,0,2.143,com,0
20,1,0,0,0,0,767,0,0,1,0,0,3.213,fr,0
78,2,2,1,4,1,2740,0,0,1,0,0,2.935,com,0
70,2,1,1,3,2,1253,0,1,1,0,0,3.019,edu,0
66,3,2,3,4,1,77,0,0,0,0,0,3.765,tk,1
58,2,2,1,1,1,1430,0,0,1,0,0,2.561,com,0
50,2,0,1,3,2,2404,0,0,1,0,0,3.078,edu,0
105,4,1,3,1,3,1332,0,0,1,0,0,3.082,com,0
38,1,0,0,0,3,1247,0,0,1,0,0,3.532,fr,0
79,1,1,5,0,1,1082,0,0,1,0,1,2.9,net,0
70,3,3,4,3,1,200,0,0,1,0,0,3.286,zip,1
54,4,0,5,3,1,828,0,0,1,0,0,3.649,info,1
52,1,0,6,1,2,328,0,0,1,1,0,3.276,xyz,1
77,4,0,2,0,1,1355,0,0,0,0,0,2.926,net,0
44,1,0,1,3,1,1024,0,0,1,0,0,3.256,com,0
55,2,0,2,2,1,1384,0,0,1,0,0,2.727,net,0
69,1,0,2,1,2,1634,0,0,0,0,0,3.826,com,0
42,2,1,3,3,1,807,0,0,1,0,0,3.565,com,0
78,2,1,3,3,2,161,0,0,0,0,1,2.866,xyz,1
23,3,0,0,2,0,352,0,0,1,0,0,3.395,com,0
63,2,0,1,1,0,1344,0,0,0,0,0,2.453,org,0
50,3,0,4,2,1,73,0,0,1,0,0,4.566,xyz,1
66,5,1,3,4,2,839,0,0,1,0,0,2.614,com,0
55,1,0,2,3,1,432,0,0,1,0,0,2.761,org,0
29,2,2,2,1,2,871,0,0,1,0,0,2.135,fr,0
64,2,2,4,1,0,891,0,0,1,0,0,3.048,net,0
46,1,0,2,0,1,1180,0,0,1,0,1,2.697,gov,0
90,2,1,2,4,1,2275,0,0,1,0,0,3.509,org,0
13,1,0,3,1,0,997,0,0,1,0,0,2.811,com,0
12,1,1,1,1,0,367,0,0,1,0,0,2.994,net,0
19,1,1,2,1,0,703,0,0,1,0,0,2.554,com,0
42,3,1,1,1,2,1048,0,0,1,0,0,4.035,com,0
39,1,0,4,2,1,1366,0,0,0,0,0,2.728,com,0
74,3,0,1,1,0,812,0,0,1,0,0,3.652,org,0
44,2,0,2,0,1,902,0,0,1,0,0,3.16,com,0
116,4,2,2,0,0,1860,0,0,1,0,0,2.799,fr,0
51,1,1,2,0,0,2629,0,0,1,0,1,2.309,com,0
29,2,0,0,1,1,2247,0,0,0,0,0,3.956,net,0
51,3,0,2,2,0,87,0,1,0,0,0,3.352,top,1
58,1,1,4,2,1,1105,0,0,1,0,0,3.482,org,0
27,4,0,7,0,0,1469,0,0,1,0,0,2.776,fr,0
57,1,1,1,1,2,1489,0,0,1,0,0,3.626,gov,0
95,4,1,1,1,2,114,0,0,1,0,0,2.944,top,1
30,2,3,4,2,1,1254,0,0,1,0,0,2.641,com,0
63,4,0,1,2,1,1181,0,0,1,0,0,2.86,fr,0
74,2,1,2,1,0,839,0,0,1,0,0,2.982,edu,0
91,1,2,2,3,0,1543,0,0,0,1,0,2.965,fr,0
122,3,1,6,4,2,254,0,0,0,1,0,3.596,com,1
61,1,0,3,5,3,544,0,0,1,0,0,2.846,com,0
96,4,0,2,1,0,811,0,0,1,0,0,2.835,com,0
60,3,0,1,0,1,1543,0,0,1,0,0,2.624,com,0
57,5,2,1,2,1,2363,0,0,1,0,0,2.527,com,0
47,6,0,1,3,0,623,0,0,1,0,0,2.774,net,0
86,3,1,8,3,4,477,0,0,1,0,0,3.529,click,1
124,3,3,7,2,2,338,0,0,0,0,0,3.346,xyz,1
21,2,0,2,1,1,1127,1,0,1,0,0,3.202,com,0
57,1,2,7,1,0,232,0,0,1,1,0,4.809,xyz,1
15,4,2,6,2,1,434,0,0,0,1,0,4.132,zip,1
33,2,0,1,1,3,1734,0,0,1,0,0,2.478,com,0
41,1,1,3,1,1,921,0,0,1,0,0,3.196,org,0
58,1,2,2,0,0,2083,0,1,1,0,0,3.14,com,0
84,3,3,3,2,1,310,0,0,0,0,0,2.849,top,1
61,2,1,1,1,1,1210,0,0,0,0,0,3.008,com,0
40,3,2,4,0,0,175,0,0,1,0,0,3.51,xyz,1
81,3,2,3,0,0,832,0,0,1,0,0,2.9,fr,0
36,4,0,1,2,0,246,0,1,1,0,0,3.176,com,0
68,2,0,3,2,0,1168,0,0,1,0,1,2.852,fr,0
27,1,2,1,3,0,2030,0,0,1,1,0,2.779,gov,0
53,3,0,5,2,0,320,0,0,1,0,0,2.483,com,0
62,1,1,5,0,2,117,0,0,1,0,0,3.8,top,1
68,1,1,3,0,1,1758,0,0,1,0,0,3.278,edu,0
114,4,2,7,1,2,91,0,0,1,0,0,4.097,com,1
116,2,3,8,2,1,145,0,0,1,0,0,5.322,click,1
113,1,2,3,4,2,145,1,0,0,0,1,3.565,zip,1
62,3,2,0,2,0,2120,0,0,1,0,0,3.363,org,0
57,1,0,3,1,3,1688,0,0,1,0,0,2.569,org,0
69,1,0,0,0,1,1129,0,0,1,1,0,2.99,com,0
77,3,1,5,0,0,47,0,0,1,0,1,3.685,com,1
47,2,0,1,0,0,2247,0,0,1,0,0,2.946,com,0
33,1,1,0,0,1,1381,0,0,0,0,0,3.101,org,0
81,4,0,5,4,1,2231,0,0,1,0,1,2.692,com,0
74,2,0,0,0,0,1347,0,0,1,0,0,3.255,com,0
37,1,1,1,1,1,975,0,0,1,0,0,3.685,net,0
70,3,1,2,3,0,2617,0,0,1,0,1,2.656,com,0
76,2,1,0,1,0,1663,0,0,1,0,0,2.806,net,0
92,1,0,1,1,2,768,0,0,1,0,0,2.98,edu,0
42,1,1,0,3,1,565,0,0,1,0,0,3.433,gov,0
42,2,0,1,2,0,765,0,0,0,0,0,2.714,com,0
56,3,1,0,0,1,1322,0,0,1,0,0,2.751,org,0
65,2,0,6,1,0,336,0,0,1,0,0,3.902,xyz,1
60,1,1,1,0,1,1675,0,0,1,0,0,2.7,edu,0
12,3,0,1,1,1,1203,0,0,1,0,0,2.774,com,0
36,3,0,4,2,3,182,0,0,1,0,1,3.533,info,1
97,5,2,4,0,2,466,0,1,1,0,0,3.369,xyz,1
90,2,1,1,0,0,1754,0,0,1,0,0,2.655,com,0
59,3,0,1,2,1,1198,0,0,1,0,0,2.648,org,0
32,1,0,2,2,1,1723,0,0,1,0,0,2.437,gov,0
52,3,0,2,0,0,1201,0,0,1,0,0,3.298,com,0
23,1,0,1,3,1,1147,0,0,1,1,0,3.01,com,0
44,2,0,1,1,1,649,0,0,1,0,0,3.131,net,0
46,2,0,1,1,0,983,0,0,1,0,0,2.953,net,0
38,6,0,0,2,0,1232,0,0,1,0,0,3.415,com,0
50,1,0,2,1,1,2273,0,0,1,1,0,3.178,com,0
76,3,1,3,3,2,248,1,1,1,0,0,2.33,xyz,1
33,1,1,3,1,0,1048,0,0,1,0,0,3.259,com,0
67,3,0,2,1,0,1867,0,0,1,0,0,2.861,net,0
31,2,0,4,0,2,407,0,0,1,0,0,3.076,fr,0
43,1,1,4,0,0,775,0,0,1,1,0,3.045,com,0
36,1,2,2,0,2,364,0,0,0,0,0,3.244,net,0
60,1,0,1,2,0,940,0,0,1,0,0,3.32,com,0
36,2,0,3,1,2,562,0,0,1,0,0,3.196,com,0
41,2,1,1,0,2,1328,0,0,1,0,0,2.824,com,0
78,2,1,1,3,1,733,1,0,1,0,0,3.202,com,0
53,1,1,3,1,1,1490,0,0,1,1,0,2.909,com,0
58,1,1,3,1,3,703,0,0,0,0,0,3.7,fr,0
62,1,2,6,0,1,103,0,0,1,0,1,2.455,com,1
64,3,4,3,3,3,291,1,0,1,0,1,3.278,xyz,1
62,4,1,5,2,0,1235,0,0,1,1,0,1.979,com,0
50,3,1,1,1,0,1096,0,0,1,0,0,3.508,com,0
72,1,1,6,5,1,269,0,0,0,0,1,3.695,xyz,1
44,2,0,0,2,1,902,0,0,1,0,0,3.081,net,0
51,2,0,5,1,0,1079,0,0,1,0,1,3.236,org,0
42,3,2,0,0,1,1554,0,0,1,0,0,3.182,fr,0
30,2,1,6,0,0,1703,0,0,1,0,0,3.554,com,0
48,1,0,0,3,2,1799,0,0,0,0,0,2.821,com,0
41,2,0,2,2,1,1591,0,0,1,0,0,3.093,fr,0
53,3,0,3,2,2,605,0,0,0,0,0,2.522,com,0
20,2,0,1,2,1,564,0,0,1,0,0,2.486,net,0
47,1,0,2,1,1,1046,0,0,1,0,0,2.229,edu,0
39,3,1,3,1,1,1024,0,0,1,1,0,2.815,com,0
61,3,4,1,0,1,1036,0,0,0,0,0,3.256,org,0
51,2,0,0,1,1,1188,0,0,1,0,0,2.959,fr,0
33,1,1,1,1,2,87,0,0,1,0,0,2.972,com,0
73,3,0,2,0,1,1797,0,0,1,0,0,2.69,org,0
57,7,1,2,1,1,6,0,0,1,0,0,3.358,top,1
61,2,1,2,0,1,1034,0,0,1,0,0,3.259,com,0
36,1,0,2,0,0,1215,0,0,1,0,0,2.314,com,0
40,3,0,0,0,0,568,0,0,1,0,0,2.389,fr,0
54,1,0,2,0,1,740,0,0,1,0,0,2.696,net,0
46,1,1,5,0,0,696,0,0,1,0,0,2.98,fr,0
63,2,2,1,4,1,160,0,0,0,0,1,3.126,xyz,1
47,2,1,2,1,2,1357,0,0,1,0,0,3.128,com,0
46,3,2,4,0,1,307,0,0,1,0,1,3.17,com,0
63,1,1,3,1,0,437,0,0,0,0,0,2.22,org,0
75,5,0,3,1,1,232,0,0,0,0,0,3.247,net,1
15,4,1,5,0,3,1041,0,0,1,0,0,3.8,com,0
47,3,1,1,2,0,1399,0,0,1,0,0,3.559,net,0
65,4,0,1,1,0,944,0,0,1,1,0,3.059,org,0
49,1,1,1,0,3,1197,0,0,1,0,0,3.177,edu,0
45,1,1,3,1,1,1165,0,0,0,0,0,2.989,com,0
27,3,1,2,0,1,954,0,0,0,0,0,3.316,net,0
89,3,1,3,2,2,174,0,0,0,1,1,4.172,click,1
74,2,0,1,1,2,1426,0,0,1,0,0,2.627,com,0
44,4,0,1,0,1,466,0,0,0,0,0,3.071,org,0
64,2,0,2,1,4,288,0,0,1,0,0,3.651,info,1
84,4,1,5,5,2,351,0,0,1,1,0,3.043,info,1
15,6,1,5,3,1,820,0,0,1,0,0,3.612,xyz,1
47,2,0,2,2,2,1138,0,0,1,0,0,2.818,org,0
105,2,0,6,2,0,130,0,0,1,0,0,3.51,xyz,1
59,2,0,0,2,2,872,0,0,1,0,0,2.833,com,0
86,1,2,9,2,2,137,0,0,0,0,1,3.373,com,1
76,1,0,2,2,0,1916,0,0,1,0,0,2.335,org,0
87,3,2,3,1,0,333,0,0,0,0,0,3.694,tk,1
24,1,0,3,1,0,1478,0,0,0,0,0,2.515,com,0
73,1,0,1,2,2,1393,0,0,0,0,0,3.024,fr,0
49,1,0,3,0,1,437,0,0,1,0,0,2.479,fr,0
66,4,0,1,1,2,1459,0,0,1,0,0,2.587,com,0
72,1,0,0,2,2,2084,1,0,1,0,0,3.537,org,0
98,5,1,1,1,1,77,0,0,1,1,0,3.548,click,1
52,1,1,1,0,0,493,0,0,1,0,0,2.983,com,0
72,1,3,2,1,1,1180,0,0,1,0,0,3.094,net,0
112,3,1,3,2,4,16,0,0,0,1,1,3.247,tk,1
12,1,3,7,0,0,1037,0,0,1,0,0,2.704,com,0
36,4,0,6,3,2,291,0,0,1,0,0,3.452,info,1
49,1,0,0,2,1,1319,0,0,1,0,0,2.617,org,0
38,4,1,1,0,0,848,0,0,1,0,0,3.004,net,0
50,3,1,1,1,2,482,0,0,1,0,0,2.661,com,0
41,1,2,2,1,0,1316,0,0,1,0,0,2.458,com,0
63,2,2,1,0,2,1018,0,0,1,0,0,3.079,com,0
67,2,1,1,0,0,925,0,0,1,0,0,2.985,com,0
39,3,1,4,0,0,1979,0,0,1,0,0,2.868,org,0
73,1,0,4,1,2,1311,0,0,1,0,0,3.142,fr,0
68,1,0,0,2,0,811,0,0,1,0,0,1.843,net,0
69,1,2,2,0,1,1318,0,0,1,0,0,2.229,com,0
12,2,0,1,2,1,974,0,0,0,0,0,3.04,org,0
73,4,2,7,2,0,335,0,0,1,1,1,3.727,top,1
12,3,3,0,1,0,371,0,0,1,0,0,2.733,com,0
62,7,0,0,0,2,1040,0,0,1,0,0,3.354,com,0
73,2,0,0,5,1,1069,0,0,1,0,0,2.768,net,0
52,4,0,2,1,1,470,0,0,1,0,0,2.694,com,0
13,2,1,1,1,0,911,0,0,1,0,0,2.393,com,0
51,1,0,0,0,1,2658,0,0,1,0,0,3.133,net,0
81,1,1,3,0,0,1639,0,0,1,0,0,2.905,fr,0
35,3,0,1,1,2,1181,0,0,1,0,0,3.35,net,0
82,3,2,2,1,0,1580,0,0,1,1,0,2.388,fr,0
40,1,1,2,1,1,660,0,0,1,0,0,2.943,com,0
60,4,0,7,1,2,569,0,0,0,0,0,3.67,top,1
42,2,1,0,2,1,1817,0,0,1,0,0,2.671,org,0
66,1,2,2,1,1,695,0,0,0,1,0,3.316,com,0
70,1,4,4,3,0,266,0,0,1,0,0,3.383,xyz,1
138,4,0,4,0,1,186,0,0,0,0,0,3.618,net,1
70,3,0,3,0,1,939,0,0,1,1,0,3.078,com,0
58,2,0,2,0,4,1994,0,0,0,0,0,3.294,com,0
98,3,3,8,3,2,233,0,0,1,0,0,3.351,xyz,1
65,5,0,0,0,2,1575,0,0,1,0,0,2.858,edu,0
66,1,0,3,0,1,1823,0,0,1,0,0,2.855,org,0
61,1,0,3,2,1,900,0,0,1,0,0,3.445,org,0
63,1,1,1,2,0,902,0,0,1,0,0,3.764,gov,0
56,2,0,2,1,1,1591,0,0,1,0,0,3.21,fr,0
38,2,0,3,0,1,562,0,0,1,0,0,3.852,com,0
