text_length,word_count,avg_word_length,max_token_length,uppercase_ratio,digit_ratio,punct_ratio,line_count,non_ascii_ratio,zero_width_count,url_count,trigger_keyword_count,role_keyword_count,delimiter_marker_count,has_base64_blob,label,category,target_delta,cs_class,family_l2,technique_l3,conjecture,multi_turn,domain,template_group,obfuscation,language,carrier
734,110,5.645,14,0.0284,0.0027,0.0749,9,0.0381,28,0,0,1,0,0,injection,injection,delta2,social_cognitive,response_steering_prompting,sandwich_attack,,0,medical,68-sandwich-attack,zero_width,en,clinical_prompt
728,110,5.591,13,0.0283,0.0027,0.0646,9,0.0275,20,0,0,1,0,0,injection,injection,delta2,social_cognitive,response_steering_prompting,sandwich_attack,,0,medical,68-sandwich-attack,zero_width,en,clinical_prompt
705,110,5.382,13,0.0284,0.0028,0.0383,9,0.0624,0,0,0,1,0,0,injection,injection,delta2,social_cognitive,response_steering_prompting,sandwich_attack,,0,medical,68-sandwich-attack,homoglyph,en,clinical_prompt
747,108,5.889,56,0.0631,0.0067,0.0388,9,0.0,0,0,0,1,0,1,injection,injection,delta2,social_cognitive,response_steering_prompting,sandwich_attack,,0,medical,68-sandwich-attack,base64,en,clinical_prompt
736,110,5.664,14,0.0283,0.0027,0.0747,9,0.038,28,0,0,1,0,0,injection,injection,delta2,social_cognitive,response_steering_prompting,sandwich_attack,,0,medical,68-sandwich-attack,zero_width,en,clinical_prompt
705,110,5.382,13,0.0284,0.0028,0.0383,9,0.0865,0,0,0,1,0,0,injection,injection,delta2,social_cognitive,response_steering_prompting,sandwich_attack,,0,medical,68-sandwich-attack,homoglyph,en,clinical_prompt
711,110,5.436,13,0.0281,0.0028,0.038,9,0.09,0,0,0,0,0,0,injection,injection,delta2,social_cognitive,response_steering_prompting,sandwich_attack,,0,medical,68-sandwich-attack,homoglyph,en,clinical_prompt
730,110,5.609,14,0.0284,0.0027,0.0712,9,0.0342,25,0,0,1,0,0,injection,injection,delta2,social_cognitive,response_steering_prompting,sandwich_attack,,0,medical,68-sandwich-attack,zero_width,en,clinical_prompt
705,110,5.382,13,0.0284,0.0028,0.0383,9,0.0936,0,0,0,1,0,0,injection,injection,delta2,social_cognitive,response_steering_prompting,sandwich_attack,,0,medical,68-sandwich-attack,homoglyph,en,clinical_prompt
737,111,5.613,13,0.0301,0.0027,0.076,9,0.0366,27,0,0,1,0,0,injection,injection,delta2,social_cognitive,response_steering_prompting,sandwich_attack,,0,medical,68-sandwich-attack,zero_width,en,clinical_prompt
731,111,5.559,13,0.0298,0.0027,0.0616,9,0.0246,18,0,0,1,0,0,injection,injection,delta2,social_cognitive,response_steering_prompting,sandwich_attack,,0,medical,68-sandwich-attack,zero_width,en,clinical_prompt
713,111,5.396,13,0.0298,0.0028,0.0379,9,0.1024,0,0,0,0,0,0,injection,injection,delta2,social_cognitive,response_steering_prompting,sandwich_attack,,0,medical,68-sandwich-attack,homoglyph,en,clinical_prompt
715,111,5.414,13,0.0308,0.1217,0.0378,9,0.0,0,0,0,0,0,0,injection,injection,delta2,social_cognitive,response_steering_prompting,sandwich_attack,,0,medical,68-sandwich-attack,leetspeak,en,clinical_prompt
706,110,5.391,13,0.0316,0.1289,0.0382,9,0.0,0,0,0,0,0,0,injection,injection,delta2,social_cognitive,response_steering_prompting,sandwich_attack,,0,medical,68-sandwich-attack,leetspeak,en,clinical_prompt
734,110,5.645,13,0.0283,0.0027,0.0722,9,0.0354,26,0,0,1,0,0,injection,injection,delta2,social_cognitive,response_steering_prompting,sandwich_attack,,0,medical,68-sandwich-attack,zero_width,en,clinical_prompt
745,107,5.935,56,0.0616,0.0067,0.0389,9,0.0,0,0,0,1,0,1,injection,injection,delta2,social_cognitive,response_steering_prompting,sandwich_attack,,0,medical,68-sandwich-attack,base64,en,clinical_prompt
585,78,6.346,23,0.089,0.0,0.1077,15,0.0,0,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,none,en,clinical_prompt
585,78,6.346,23,0.089,0.0,0.1077,15,0.0,0,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,none,en,clinical_prompt
609,79,6.57,24,0.089,0.0,0.1429,15,0.0394,24,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,zero_width,en,clinical_prompt
583,78,6.321,23,0.0894,0.0,0.1081,15,0.0,0,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,none,en,clinical_prompt
601,80,6.388,23,0.089,0.0,0.1314,15,0.0266,16,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,zero_width,en,clinical_prompt
597,78,6.5,23,0.0892,0.0,0.1273,15,0.0218,13,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,zero_width,en,clinical_prompt
617,80,6.575,23,0.0882,0.0,0.1459,15,0.0438,27,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,zero_width,en,clinical_prompt
601,79,6.468,23,0.089,0.0,0.1314,15,0.0266,16,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,zero_width,en,clinical_prompt
622,76,7.026,56,0.1204,0.0113,0.1045,15,0.0,0,0,0,0,2,1,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,base64,en,clinical_prompt
590,79,6.316,23,0.0882,0.0,0.1068,15,0.0,0,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,none,en,clinical_prompt
604,79,6.506,24,0.0894,0.0,0.1391,15,0.0348,21,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,zero_width,en,clinical_prompt
585,78,6.346,23,0.089,0.0,0.1077,15,0.0786,0,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,homoglyph,en,clinical_prompt
614,81,6.457,24,0.0882,0.0,0.1417,15,0.0391,24,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,zero_width,en,clinical_prompt
586,78,6.359,23,0.0888,0.0,0.1075,15,0.0,0,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,none,en,clinical_prompt
606,79,6.532,23,0.0888,0.0,0.137,15,0.033,20,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,zero_width,en,clinical_prompt
582,78,6.308,23,0.0896,0.0,0.1082,15,0.067,0,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,homoglyph,en,clinical_prompt
618,76,6.974,56,0.1214,0.0113,0.1052,15,0.0,0,0,0,0,2,1,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,base64,en,clinical_prompt
590,79,6.316,23,0.0882,0.0,0.1068,15,0.0492,0,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,homoglyph,en,clinical_prompt
582,78,6.308,23,0.0896,0.0,0.1082,15,0.0,0,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,none,en,clinical_prompt
608,79,6.557,24,0.089,0.0,0.1414,15,0.0378,23,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,zero_width,en,clinical_prompt
590,79,6.316,23,0.0882,0.0,0.1068,15,0.0,0,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,none,en,clinical_prompt
585,78,6.346,23,0.089,0.0,0.1077,15,0.0803,0,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,homoglyph,en,clinical_prompt
590,79,6.316,23,0.0882,0.0,0.1068,15,0.0678,0,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,homoglyph,en,clinical_prompt
610,82,6.329,23,0.0882,0.0,0.1361,15,0.0328,20,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,zero_width,en,clinical_prompt
604,80,6.425,24,0.089,0.0,0.1358,15,0.0315,19,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,zero_width,en,clinical_prompt
585,78,6.346,23,0.089,0.0,0.1077,15,0.0,0,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,none,en,clinical_prompt
601,81,6.309,23,0.0898,0.0,0.1381,15,0.0333,20,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,zero_width,en,clinical_prompt
585,78,6.346,23,0.089,0.0,0.1077,15,0.0615,0,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,homoglyph,en,clinical_prompt
627,77,6.987,56,0.1193,0.0112,0.1037,15,0.0,0,0,0,0,2,1,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,base64,en,clinical_prompt
613,80,6.525,23,0.0882,0.0,0.1403,15,0.0375,23,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,zero_width,en,clinical_prompt
604,79,6.506,23,0.0892,0.0,0.1374,15,0.0331,20,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,zero_width,en,clinical_prompt
621,76,7.013,56,0.1206,0.0113,0.1047,15,0.0,0,0,0,0,2,1,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,base64,en,clinical_prompt
619,76,6.987,56,0.1211,0.0113,0.105,15,0.0,0,0,0,0,2,1,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,base64,en,clinical_prompt
605,80,6.438,24,0.0892,0.0,0.1388,15,0.0347,21,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,zero_width,en,clinical_prompt
585,78,6.346,23,0.089,0.0,0.1077,15,0.0598,0,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,homoglyph,en,clinical_prompt
607,79,6.544,24,0.089,0.0,0.14,15,0.0362,22,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,zero_width,en,clinical_prompt
583,78,6.321,23,0.0824,0.1252,0.1081,15,0.0,0,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,leetspeak,en,clinical_prompt
604,80,6.425,23,0.089,0.0,0.1358,15,0.0315,19,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,zero_width,en,clinical_prompt
590,79,6.316,23,0.0882,0.0,0.1068,15,0.0746,0,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,homoglyph,en,clinical_prompt
584,78,6.333,23,0.0892,0.0,0.1079,15,0.0,0,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,none,en,clinical_prompt
584,78,6.333,23,0.0892,0.0959,0.1079,15,0.0,0,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,leetspeak,en,clinical_prompt
601,79,6.468,23,0.0892,0.0,0.1331,15,0.0283,17,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,zero_width,en,clinical_prompt
582,78,6.308,23,0.0896,0.0,0.1082,15,0.0756,0,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,homoglyph,en,clinical_prompt
600,80,6.375,23,0.089,0.0,0.13,15,0.025,15,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,zero_width,en,clinical_prompt
627,77,6.987,56,0.1193,0.0112,0.1037,15,0.0,0,0,0,0,2,1,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,base64,en,clinical_prompt
604,81,6.346,24,0.0894,0.0,0.1391,15,0.0348,21,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,zero_width,en,clinical_prompt
590,79,6.316,23,0.0882,0.0,0.1068,15,0.0695,0,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,homoglyph,en,clinical_prompt
586,78,6.359,23,0.0962,0.1092,0.1075,15,0.0,0,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,leetspeak,en,clinical_prompt
606,79,6.532,23,0.089,0.0,0.1386,15,0.0347,21,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,zero_width,en,clinical_prompt
581,78,6.295,23,0.0898,0.0,0.1084,15,0.0,0,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,none,en,clinical_prompt
611,80,6.5,23,0.0882,0.0,0.1375,15,0.0344,21,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,zero_width,en,clinical_prompt
590,79,6.316,23,0.0751,0.0983,0.1068,15,0.0,0,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,leetspeak,en,clinical_prompt
606,81,6.358,23,0.0882,0.0,0.1304,15,0.0264,16,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,zero_width,en,clinical_prompt
615,80,6.562,23,0.0888,0.0,0.1496,15,0.0472,29,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,zero_width,en,clinical_prompt
584,78,6.333,23,0.0891,0.1147,0.1079,15,0.0,0,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,leetspeak,en,clinical_prompt
616,81,6.481,24,0.0882,0.0,0.1445,15,0.0422,26,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,zero_width,en,clinical_prompt
607,80,6.463,24,0.0894,0.0,0.1433,15,0.0395,24,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,zero_width,en,clinical_prompt
581,78,6.295,23,0.0898,0.0,0.1084,15,0.0861,0,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,homoglyph,en,clinical_prompt
584,78,6.333,23,0.1006,0.1164,0.1079,15,0.0,0,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,leetspeak,en,clinical_prompt
601,79,6.468,23,0.089,0.0,0.1314,15,0.0266,16,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,zero_width,en,clinical_prompt
605,80,6.438,24,0.089,0.0,0.1372,15,0.0331,20,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,zero_width,en,clinical_prompt
609,80,6.487,24,0.089,0.0,0.1429,15,0.0394,24,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,zero_width,en,clinical_prompt
622,76,7.026,56,0.1204,0.0113,0.1045,15,0.0,0,0,0,0,2,1,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,base64,en,clinical_prompt
583,78,6.321,23,0.0894,0.0,0.1081,15,0.0875,0,0,0,0,2,0,injection,rule_bypass,delta1,social_cognitive,response_steering_prompting,style_constraint,,0,medical,69-style-constraint,homoglyph,en,clinical_prompt
546,81,5.716,21,0.0352,0.0073,0.0531,13,0.0018,0,0,0,0,0,0,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,none,en,clinical_prompt
581,77,6.532,56,0.083,0.0172,0.0534,11,0.0017,0,0,0,0,0,1,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,base64,en,clinical_prompt
564,81,5.938,21,0.0353,0.0071,0.0851,13,0.0355,19,0,0,0,0,0,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,zero_width,en,clinical_prompt
550,82,5.683,21,0.035,0.0073,0.0527,13,0.0018,0,0,0,0,0,0,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,none,en,clinical_prompt
541,81,5.654,21,0.0356,0.0074,0.0536,13,0.0018,0,0,0,0,0,0,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,none,en,clinical_prompt
582,77,6.545,56,0.0828,0.0172,0.0533,11,0.0017,0,0,0,0,0,1,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,base64,en,clinical_prompt
560,81,5.889,21,0.0354,0.0071,0.0804,13,0.0304,16,0,0,0,0,0,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,zero_width,en,clinical_prompt
546,81,5.716,21,0.0352,0.0073,0.0531,13,0.0714,0,0,0,0,0,0,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,homoglyph,en,clinical_prompt
545,81,5.704,21,0.0353,0.0073,0.0532,13,0.0917,0,0,0,0,0,0,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,homoglyph,en,clinical_prompt
543,81,5.679,21,0.0355,0.0074,0.0534,13,0.0018,0,0,0,0,0,0,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,none,en,clinical_prompt
541,81,5.654,21,0.0394,0.1294,0.0536,13,0.0018,0,0,0,0,0,0,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,leetspeak,en,clinical_prompt
544,81,5.691,21,0.0354,0.0074,0.0533,13,0.0018,0,0,0,0,0,0,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,none,en,clinical_prompt
550,82,5.683,21,0.0385,0.1255,0.0527,13,0.0018,0,0,0,0,0,0,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,leetspeak,en,clinical_prompt
564,82,5.854,21,0.035,0.0071,0.0762,13,0.0266,14,0,0,0,0,0,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,zero_width,en,clinical_prompt
546,81,5.716,21,0.0352,0.0073,0.0531,13,0.0934,0,0,0,0,0,0,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,homoglyph,en,clinical_prompt
566,81,5.963,22,0.0352,0.0071,0.0866,13,0.0371,20,0,0,0,0,0,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,zero_width,en,clinical_prompt
545,81,5.704,21,0.0353,0.0073,0.0532,13,0.0844,0,0,0,0,0,0,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,homoglyph,en,clinical_prompt
550,82,5.683,21,0.035,0.0073,0.0527,13,0.1036,0,0,0,0,0,0,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,homoglyph,en,clinical_prompt
545,81,5.704,21,0.0353,0.0073,0.0532,13,0.0862,0,0,0,0,0,0,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,homoglyph,en,clinical_prompt
542,81,5.667,21,0.0355,0.0074,0.0535,13,0.1015,0,0,0,0,0,0,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,homoglyph,en,clinical_prompt
545,81,5.704,21,0.0353,0.0073,0.0532,13,0.0018,0,0,0,0,0,0,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,none,en,clinical_prompt
542,81,5.667,21,0.0318,0.1476,0.0535,13,0.0018,0,0,0,0,0,0,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,leetspeak,en,clinical_prompt
562,81,5.914,22,0.0355,0.0071,0.0872,13,0.0374,20,0,0,0,0,0,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,zero_width,en,clinical_prompt
582,77,6.545,56,0.0828,0.0172,0.0533,11,0.0017,0,0,0,0,0,1,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,base64,en,clinical_prompt
546,81,5.716,21,0.0389,0.1282,0.0531,13,0.0018,0,0,0,0,0,0,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,leetspeak,en,clinical_prompt
583,77,6.558,56,0.0826,0.0172,0.0532,11,0.0017,0,0,0,0,0,1,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,base64,en,clinical_prompt
566,81,5.963,21,0.0353,0.0071,0.0883,13,0.0389,21,0,0,0,0,0,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,zero_width,en,clinical_prompt
565,81,5.951,21,0.0354,0.0071,0.0885,13,0.0389,21,0,0,0,0,0,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,zero_width,en,clinical_prompt
559,81,5.877,21,0.0355,0.0072,0.0823,13,0.0322,17,0,0,0,0,0,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,zero_width,en,clinical_prompt
545,81,5.704,21,0.0388,0.1248,0.0532,13,0.0018,0,0,0,0,0,0,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,leetspeak,en,clinical_prompt
545,81,5.704,21,0.0378,0.1083,0.0532,13,0.0018,0,0,0,0,0,0,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,leetspeak,en,clinical_prompt
550,82,5.683,21,0.035,0.0073,0.0527,13,0.0909,0,0,0,0,0,0,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,homoglyph,en,clinical_prompt
546,81,5.716,21,0.0352,0.0073,0.0531,13,0.1062,0,0,0,0,0,0,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,homoglyph,en,clinical_prompt
563,82,5.841,21,0.035,0.0071,0.0746,13,0.0249,13,0,0,0,0,0,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,zero_width,en,clinical_prompt
550,82,5.683,21,0.0389,0.1327,0.0527,13,0.0018,0,0,0,0,0,0,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,leetspeak,en,clinical_prompt
542,81,5.667,21,0.0355,0.0074,0.0535,13,0.0018,0,0,0,0,0,0,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,none,en,clinical_prompt
558,81,5.864,21,0.0355,0.0072,0.0806,13,0.0305,16,0,0,0,0,0,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,zero_width,en,clinical_prompt
545,81,5.704,21,0.0353,0.0073,0.0532,13,0.0018,0,0,0,0,0,0,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,none,en,clinical_prompt
545,81,5.704,21,0.0353,0.0073,0.0532,13,0.0018,0,0,0,0,0,0,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,none,en,clinical_prompt
561,81,5.901,21,0.0353,0.0071,0.0802,13,0.0303,16,0,0,0,0,0,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,zero_width,en,clinical_prompt
550,82,5.683,21,0.035,0.0073,0.0527,13,0.0018,0,0,0,0,0,0,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,none,en,clinical_prompt
559,81,5.877,21,0.0356,0.0072,0.0841,13,0.034,18,0,0,0,0,0,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,zero_width,en,clinical_prompt
546,81,5.716,21,0.0352,0.0073,0.0531,13,0.0952,0,0,0,0,0,0,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,homoglyph,en,clinical_prompt
582,77,6.545,56,0.0828,0.0172,0.0533,11,0.0017,0,0,0,0,0,1,injection,injection,delta2,social_cognitive,context_shift_prompting,talking_compositional_instruction_attack,,0,medical,70-talking-compositional-instruction,base64,en,clinical_prompt
