char_length,num_words,num_digits,uppercase_ratio,num_exclamation,num_currency,num_free_keywords,num_urgent_keywords,has_url,has_phone,avg_word_length,language,is_spam
121,12,6,0.563,4,0,1,1,0,1,5.56,fr,1
126,29,5,0.524,1,2,0,1,0,1,3.55,fr,1
111,24,0,0.023,1,0,0,2,0,0,5.35,fr,0
138,33,2,0.052,0,0,0,0,0,0,4.54,en,0
168,38,10,0.222,3,0,2,2,1,1,6.42,fr,1
122,44,9,0.345,5,1,1,1,1,1,6.04,en,1
149,20,2,0.255,0,0,0,1,0,0,5.12,en,0
55,22,1,0.05,1,0,0,0,0,0,4.88,en,0
107,38,3,0.102,0,0,0,1,0,0,5.34,fr,0
92,23,0,0.064,1,0,0,0,0,0,4.05,en,0
45,31,2,0.02,0,0,0,1,0,0,4.78,en,0
90,18,1,0.113,0,0,0,1,0,0,3.87,en,0
133,15,1,0.083,0,0,0,0,0,0,6.14,fr,0
62,19,0,0.149,1,0,0,0,1,0,4.63,fr,0
109,16,0,0.093,0,0,0,0,1,0,5.04,en,0
114,5,1,0.044,0,0,0,0,0,1,4.56,en,0
96,20,0,0.211,1,0,1,0,0,0,4.63,fr,0
67,16,1,0.162,0,0,0,0,0,0,5.22,fr,0
115,20,5,0.658,1,1,2,4,1,0,3.5,fr,1
5,10,1,0.111,0,0,0,0,0,0,3.92,fr,0
196,21,7,0.705,2,0,1,2,1,1,4.65,en,1
90,15,8,0.538,2,2,1,3,1,0,4.51,en,1
59,13,0,0.037,1,1,0,1,0,0,4.98,en,0
140,28,5,0.213,0,1,2,1,0,1,6.7,fr,1
122,12,0,0.052,0,0,0,0,0,0,3.5,en,0
130,40,7,0.344,3,2,3,2,0,1,6.11,en,1
113,19,1,0.02,0,0,0,0,0,0,4.29,en,0
50,18,2,0.122,0,0,0,0,0,0,4.94,en,0
51,22,1,0.102,0,0,0,0,0,0,4.38,fr,0
197,16,1,0.024,0,0,1,0,0,0,4.26,en,0
89,1,0,0.23,0,0,0,0,0,0,4.99,fr,0
91,11,0,0.091,0,0,0,0,0,0,5.16,fr,0
92,10,0,0.132,1,1,0,0,1,0,4.36,fr,0
109,8,1,0.106,1,0,0,1,0,0,5.76,fr,0
98,6,2,0.112,0,0,0,0,0,0,4.29,en,0
127,20,4,0.467,2,1,1,3,1,1,3.73,en,1
159,22,9,0.747,1,3,4,2,1,1,4.17,en,1
183,27,10,0.381,3,2,3,2,1,1,3.49,fr,1
5,22,0,0.169,1,0,0,0,0,0,6.04,fr,0
133,23,4,0.632,2,2,0,1,1,0,6.23,en,1
61,11,0,0.014,0,0,1,0,1,0,6.34,en,0
157,40,10,0.372,1,2,0,0,1,1,5.41,fr,1
159,30,10,0.375,1,2,1,4,0,0,3.22,fr,1
68,30,2,0.154,0,0,0,0,0,0,4.66,en,0
158,13,8,0.446,0,1,0,4,1,1,4.26,en,1
11,21,1,0.12,0,0,0,0,0,0,3.63,en,0
164,1,0,0.099,0,0,0,0,1,0,2.53,fr,0
160,14,2,0.482,3,1,0,0,0,1,2.81,en,1
82,27,1,0.223,1,0,1,0,0,0,4.84,en,0
28,21,0,0.197,1,0,0,0,0,0,4.03,en,0
155,24,4,0.033,0,0,0,0,1,0,4.98,fr,0
57,7,1,0.219,0,0,0,1,0,0,4.27,fr,0
130,9,5,0.458,3,1,2,3,1,1,5.54,en,1
65,3,4,0.052,2,0,0,0,0,0,5.21,fr,0
108,11,1,0.095,0,0,0,0,0,0,5.2,en,0
121,9,0,0.035,0,0,0,0,0,0,4.94,fr,0
109,22,0,0.163,0,0,1,0,0,0,4.52,fr,0
98,26,3,0.135,0,0,0,0,0,0,3.96,en,0
94,8,1,0.206,0,0,0,0,0,0,4.81,fr,0
105,19,2,0.123,0,0,0,0,0,0,5.52,fr,0
89,18,6,0.281,6,4,3,5,0,1,4.21,en,1
20,19,1,0.013,0,0,0,0,0,0,4.12,fr,0
111,20,0,0.093,0,0,0,0,0,0,4.97,en,0
92,8,0,0.052,0,0,0,0,0,0,4.25,fr,0
91,14,2,0.105,0,0,1,0,0,0,4.99,fr,0
98,6,1,0.126,2,0,0,0,0,0,4.04,en,0
80,26,4,0.472,3,1,1,1,1,0,6.93,en,1
63,12,3,0.061,0,0,0,1,0,0,3.37,fr,0
56,14,2,0.158,1,0,0,1,0,0,5.33,fr,0
191,15,2,0.105,1,0,0,1,0,1,4.12,en,0
172,19,11,0.322,1,1,1,1,1,0,5.36,en,1
165,20,10,0.466,2,1,1,3,1,0,4.72,en,1
112,3,1,0.169,1,0,1,0,0,0,4.14,en,0
165,17,4,0.614,6,2,2,4,1,0,6.19,fr,1
139,31,1,0.11,2,0,1,0,0,0,5.44,fr,0
84,17,0,0.143,1,0,0,1,0,1,5.05,fr,0
90,25,8,0.221,1,2,0,0,0,0,3.72,fr,1
102,23,1,0.039,0,0,0,0,0,0,3.94,en,0
128,12,1,0.018,0,0,0,0,0,0,4.94,fr,0
140,30,6,0.168,4,1,0,4,0,0,4.31,en,1
160,36,6,0.284,4,1,0,2,1,1,6.53,en,1
63,24,2,0.036,0,0,0,0,0,0,5.17,fr,0
68,13,0,0.177,0,0,0,0,1,0,3.4,fr,0
93,26,0,0.036,0,0,0,0,0,0,4.45,fr,0
97,28,3,0.133,1,0,0,0,0,0,5.21,en,0
120,9,1,0.127,0,0,0,0,0,0,4.57,fr,0
187,7,4,0.376,4,3,2,2,1,1,5.65,en,1
134,18,7,0.311,1,3,2,3,1,0,5.01,en,1
137,10,3,0.204,0,0,1,0,0,0,4.04,en,0
75,22,0,0.091,0,0,0,0,0,0,6.04,fr,0
168,30,2,0.149,0,0,0,0,0,0,3.91,en,0
94,19,4,0.151,6,2,4,1,1,1,4.41,fr,1
125,20,5,0.238,1,0,0,0,0,0,5.39,en,0
11,16,2,0.187,0,1,0,0,1,0,5.01,en,0
99,21,1,0.262,0,0,1,0,0,0,4.17,fr,0
130,19,0,0.016,0,0,0,0,0,0,4.83,en,0
186,11,11,0.485,1,3,2,5,1,0,4.21,fr,1
121,1,1,0.084,0,0,0,0,0,0,4.16,fr,0
131,13,10,0.439,2,1,1,0,1,0,5.0,fr,1
73,8,1,0.074,0,0,0,0,0,0,5.47,fr,0
131,16,3,0.134,2,0,0,0,1,0,5.14,fr,0
149,11,11,0.498,2,1,2,2,1,0,2.4,en,1
44,17,0,0.111,0,0,1,1,0,0,5.78,fr,0
137,22,1,0.084,1,0,0,1,0,1,5.37,fr,0
129,28,4,0.697,0,2,1,0,1,0,3.21,en,1
128,14,0,0.234,0,0,0,0,0,0,5.27,fr,0
59,25,0,0.09,1,0,0,0,0,0,5.93,fr,0
141,30,9,0.553,4,2,3,1,0,0,4.41,fr,1
168,25,7,0.205,3,3,1,2,1,1,5.84,fr,1
80,24,1,0.068,0,0,0,0,0,0,3.75,fr,0
165,28,1,0.084,0,0,0,0,0,0,4.49,en,0
15,16,2,0.106,0,0,0,0,0,0,5.17,fr,0
43,13,0,0.012,0,0,0,0,0,0,5.46,en,0
81,20,2,0.232,1,0,0,0,1,0,4.22,fr,0
65,38,9,0.357,0,1,3,2,1,0,4.33,en,1
74,12,1,0.341,1,0,0,0,0,1,4.28,fr,0
55,2,0,0.049,1,1,0,0,0,1,4.44,fr,0
109,11,1,0.103,1,0,0,0,0,0,4.24,fr,0
102,18,2,0.005,1,0,0,0,0,0,3.41,fr,0
35,11,1,0.08,3,0,0,0,0,0,6.18,en,0
158,18,7,0.485,4,0,3,3,0,0,4.96,en,1
180,25,6,0.514,4,3,3,1,1,1,6.7,fr,1
103,16,3,0.204,2,2,1,1,1,0,4.66,fr,1
37,10,3,0.094,2,0,0,0,0,0,4.69,en,0
137,33,9,0.515,2,6,2,3,1,1,3.91,fr,1
5,24,1,0.227,0,0,0,0,0,0,5.47,fr,0
146,33,7,0.442,4,0,1,0,1,0,7.19,en,1
133,24,0,0.152,0,0,0,0,1,0,4.73,fr,0
119,22,1,0.172,0,0,0,1,0,0,4.65,fr,0
104,27,2,0.267,1,0,0,0,0,0,4.73,en,0
56,24,2,0.372,1,0,0,0,0,0,3.83,fr,0
126,27,8,0.556,1,2,3,4,0,1,2.95,en,1
86,21,0,0.14,1,0,0,0,0,0,5.23,fr,0
90,5,3,0.048,0,0,0,1,0,0,4.27,fr,0
120,17,0,0.04,0,0,0,0,0,0,6.32,fr,0
72,23,1,0.145,0,0,0,0,0,1,4.89,fr,0
65,23,0,0.339,0,0,0,0,0,0,2.38,en,0
75,16,3,0.194,0,0,0,0,0,0,4.57,fr,0
186,13,0,0.017,0,0,0,0,0,0,3.72,fr,0
130,11,0,0.094,0,0,0,1,0,0,4.33,en,0
225,22,3,0.112,0,0,1,0,0,0,4.58,en,0
165,29,3,0.197,3,1,7,2,0,0,4.97,en,1
82,22,3,0.095,0,0,0,0,0,0,5.38,en,0
70,12,1,0.169,0,0,1,0,0,0,4.0,fr,0
159,20,3,0.54,4,3,1,2,1,0,5.9,fr,1
82,19,0,0.088,0,0,0,0,1,0,4.39,en,0
170,23,6,0.447,5,2,2,3,1,1,5.11,en,1
93,19,3,0.107,0,0,0,0,0,0,5.26,en,0
69,23,0,0.015,0,0,0,0,0,0,4.56,en,0
134,18,0,0.294,0,0,0,0,0,0,5.12,fr,0
152,13,0,0.328,0,0,0,0,0,0,4.61,fr,0
147,17,6,0.433,1,5,2,0,1,0,5.77,fr,1
73,12,1,0.054,0,0,0,0,1,0,3.8,en,0
19,22,0,0.078,1,0,2,0,0,0,3.61,fr,0
70,9,0,0.198,1,0,0,0,0,0,3.98,fr,0
137,4,0,0.023,0,0,0,0,0,0,3.6,fr,0
164,23,8,0.535,1,3,1,0,0,1,6.14,fr,1
123,22,2,0.134,0,0,0,0,0,0,5.23,fr,0
117,25,7,0.143,5,3,1,1,1,1,5.72,en,1
74,9,1,0.036,0,0,0,0,1,0,4.48,en,0
48,13,0,0.052,0,0,0,0,0,0,5.7,fr,0
77,14,2,0.147,0,0,0,0,1,0,5.12,en,0
168,10,2,0.036,0,0,0,1,0,1,4.3,en,0
91,25,0,0.037,1,0,1,0,0,0,4.7,en,0
84,26,6,0.314,2,1,1,1,1,1,5.48,en,1
127,31,4,0.353,3,1,2,2,1,0,6.0,fr,1
79,17,0,0.07,0,0,0,0,0,0,4.13,en,0
149,15,4,0.276,4,1,2,2,1,1,6.07,fr,1
137,14,3,0.149,1,0,0,0,0,0,6.06,fr,0
157,14,0,0.085,1,0,0,1,0,0,4.9,fr,0
67,21,0,0.114,0,0,0,0,0,0,4.38,en,0
83,18,0,0.078,0,0,0,1,1,0,3.83,en,0
79,10,1,0.014,1,0,0,0,0,0,4.17,fr,0
145,11,0,0.09,0,0,0,0,0,0,4.09,fr,0
143,19,1,0.184,0,0,0,0,1,0,4.62,fr,0
5,4,0,0.053,1,0,0,0,0,0,5.22,en,0
131,7,1,0.08,1,0,1,0,0,0,5.43,fr,0
95,27,1,0.049,0,0,0,0,0,0,5.27,en,0
123,18,5,0.125,0,0,0,0,0,0,5.57,fr,0
73,22,4,0.448,3,2,4,3,1,1,4.61,en,1
57,13,2,0.057,1,0,0,0,0,0,5.76,fr,0
15,10,0,0.167,1,0,1,0,0,0,5.26,en,0
93,22,0,0.106,0,0,0,0,0,0,4.02,en,0
116,24,1,0.014,0,0,0,0,1,0,3.55,en,0
108,18,0,0.203,1,0,0,0,0,0,5.92,fr,0
133,25,1,0.032,1,0,0,0,0,0,5.05,en,0
120,29,2,0.023,2,0,0,0,0,0,4.82,en,0
229,12,4,0.415,1,1,4,1,1,1,4.58,fr,1
78,14,2,0.058,0,0,1,0,0,0,3.11,fr,0
124,19,12,0.322,0,1,2,4,1,1,5.71,fr,1
143,12,10,0.828,1,1,3,5,1,1,4.2,en,1
47,8,0,0.033,0,0,0,0,1,0,3.57,fr,0
193,20,6,0.446,0,2,0,4,0,0,4.75,en,1
96,31,0,0.124,0,0,0,0,0,0,3.5,en,0
239,14,8,0.521,3,1,2,1,1,1,4.74,en,1
181,19,3,0.264,0,0,0,0,0,0,6.56,en,0
123,1,0,0.009,0,0,2,0,0,0,4.35,fr,0
45,15,3,0.073,0,0,0,0,0,1,3.19,fr,0
150,15,1,0.061,0,0,1,1,0,0,5.11,fr,0
62,25,1,0.036,0,0,0,0,0,1,4.26,en,0
90,21,0,0.211,2,0,0,0,0,0,5.87,fr,0
64,17,2,0.039,0,0,0,0,1,0,3.39,fr,0
102,27,0,0.035,0,0,0,0,0,0,4.82,en,0
51,22,1,0.076,1,0,0,0,0,0,3.06,en,0
116,36,11,0.414,3,0,2,3,1,0,6.19,en,1
123,4,4,0.143,0,1,0,0,0,0,4.28,en,0
140,18,1,0.08,0,0,0,0,0,0,4.35,en,0
168,18,1,0.038,1,0,0,0,0,1,5.83,fr,0
151,24,8,0.24,1,0,1,0,1,1,5.38,en,1
175,23,1,0.019,0,0,0,0,0,0,5.22,en,0
118,17,5,0.57,1,1,2,1,1,1,6.47,en,1
90,14,1,0.172,0,0,0,0,0,0,4.85,fr,0
135,20,1,0.205,0,0,0,0,0,0,5.84,fr,0
86,10,3,0.1,1,0,1,0,0,0,4.08,fr,0
76,25,3,0.12,0,0,0,0,0,0,4.47,en,0
35,15,2,0.221,0,0,0,0,1,0,4.75,en,0
108,17,3,0.278,2,0,5,5,0,1,5.8,fr,1
88,25,0,0.209,2,1,0,0,0,0,3.83,fr,0
72,25,2,0.074,1,0,0,0,0,0,5.32,en,0
59,15,1,0.074,0,0,0,1,0,0,5.51,fr,0
115,21,1,0.071,0,0,0,1,0,0,4.71,fr,0
15,16,0,0.262,0,0,0,0,0,0,4.01,fr,0
50,16,1,0.074,0,0,0,0,0,0,5.22,en,0
183,16,10,0.14,3,1,4,1,1,1,5.93,en,1
55,13,2,0.033,0,0,0,0,0,0,4.49,fr,0
91,14,2,0.04,0,0,0,1,1,0,4.54,fr,0
106,4,6,0.455,2,1,2,3,0,1,5.81,fr,1
144,21,0,0.066,0,0,0,0,0,0,5.29,fr,0
126,2,3,0.151,2,0,0,0,0,0,5.04,fr,0
19,25,2,0.25,0,0,0,0,1,0,4.35,fr,0
106,17,0,0.013,0,0,0,0,0,0,4.0,en,0
130,4,6,0.358,3,2,1,1,0,0,5.75,en,1
132,30,6,0.496,4,0,4,2,1,0,7.21,en,1
83,20,15,0.737,2,2,2,1,1,0,7.19,fr,1
129,26,1,0.03,1,0,0,0,0,0,3.83,fr,0
131,14,6,0.524,3,2,1,3,0,1,4.14,en,1
63,18,2,0.086,0,0,0,0,0,0,3.83,fr,0
171,15,6,0.459,3,2,4,1,1,0,4.69,en,1
129,16,2,0.094,0,0,0,0,1,0,5.07,fr,0
57,19,2,0.092,0,0,0,2,0,0,4.55,fr,0
51,1,0,0.126,1,0,0,0,1,0,4.08,fr,0
157,6,2,0.054,0,0,0,0,0,0,3.99,fr,0
101,21,0,0.066,0,0,0,0,0,0,5.17,fr,0
193,17,1,0.063,1,0,0,0,0,0,4.86,fr,0
124,21,4,0.063,0,0,1,0,0,0,3.49,fr,0
190,28,1,0.275,0,0,0,0,0,0,5.95,fr,0
56,6,0,0.056,0,0,0,0,0,0,4.68,fr,0
164,15,1,0.119,2,0,0,1,0,0,4.4,en,0
60,9,1,0.132,0,1,0,0,1,0,5.89,fr,0
58,14,2,0.116,0,0,0,0,0,0,3.88,fr,0
102,11,1,0.04,0,0,0,0,0,0,3.4,fr,0
23,18,2,0.013,1,0,0,0,0,0,6.23,fr,0
128,28,6,0.416,3,2,0,3,1,0,5.07,fr,1
73,10,2,0.14,0,0,0,0,1,0,3.19,fr,0
69,25,1,0.177,0,1,0,0,0,1,4.04,fr,0
139,22,7,0.609,4,1,2,1,1,1,4.73,en,1
139,21,6,0.442,2,1,2,2,1,1,5.34,en,1
82,29,0,0.058,1,0,0,0,0,0,2.57,en,0
66,17,3,0.077,0,0,1,0,0,0,4.59,fr,0
106,6,1,0.051,0,0,0,0,0,0,4.08,en,0
5,9,1,0.138,0,0,0,0,0,0,5.34,fr,0
95,8,2,0.017,0,0,1,0,0,0,5.01,fr,0
145,3,1,0.104,0,0,0,1,0,0,4.42,fr,0
170,12,2,0.098,0,1,0,0,0,0,3.63,fr,0
173,27,1,0.207,0,0,0,0,1,0,5.88,en,0
113,30,3,0.107,0,0,0,0,0,0,4.5,fr,0
85,15,1,0.077,0,0,0,0,0,0,4.87,fr,0
143,3,1,0.04,0,0,0,0,0,0,3.68,fr,0
114,14,2,0.04,1,0,0,0,0,0,6.01,fr,0
101,14,1,0.046,0,0,0,0,0,0,3.58,fr,0
101,12,2,0.101,0,0,0,0,0,0,4.72,en,0
93,25,0,0.015,1,0,0,1,0,1,4.86,fr,0
80,10,2,0.086,1,0,0,0,0,1,3.8,fr,0
140,20,0,0.049,1,0,0,0,0,0,5.72,en,0
185,36,7,0.456,1,0,2,3,1,1,5.32,en,1
130,14,7,0.307,3,2,1,3,1,1,4.65,en,1
112,12,2,0.157,1,0,0,0,0,0,4.83,fr,0
161,21,4,0.421,2,3,0,1,0,0,5.79,fr,1
131,44,8,0.427,3,3,1,0,1,1,4.85,en,1
113,14,1,0.125,0,0,0,0,0,0,4.61,en,0
72,22,3,0.013,1,0,0,0,0,0,4.22,fr,0
94,29,5,0.326,2,2,2,4,1,1,5.09,en,1
137,29,2,0.222,3,0,2,4,0,1,5.48,en,1
61,19,3,0.107,2,0,0,0,0,1,3.68,fr,0
158,33,3,0.444,1,0,1,3,1,1,5.76,fr,1
126,28,3,0.114,2,0,0,1,1,0,4.11,fr,0
5,27,1,0.154,1,0,0,0,0,0,5.68,fr,0
23,29,2,0.096,1,0,0,0,0,0,4.82,fr,0
5,1,1,0.012,1,0,0,0,0,0,4.64,en,0
32,28,0,0.137,0,0,0,0,0,0,3.94,en,0
5,18,2,0.188,0,0,1,0,0,0,4.24,en,0
77,29,4,0.283,3,2,2,1,1,1,7.42,en,1
42,17,1,0.04,0,0,0,0,0,0,5.19,en,0
28,24,2,0.249,1,0,0,0,1,0,4.25,fr,0
101,20,1,0.026,0,0,1,0,1,0,4.6,en,0
77,17,1,0.135,0,0,0,0,0,0,4.57,fr,0
133,28,2,0.036,0,0,0,0,0,0,5.83,fr,0
142,27,5,0.326,3,4,5,1,1,1,4.97,en,1
90,22,2,0.094,1,0,0,0,0,0,5.0,fr,0
98,27,9,0.438,2,2,1,2,1,1,3.63,fr,1
65,32,1,0.2,0,0,0,0,0,0,6.02,fr,0
102,23,1,0.055,0,0,0,0,1,0,4.47,fr,0
13,26,2,0.044,0,0,0,0,0,0,4.45,fr,0
58,18,1,0.194,0,0,0,0,0,0,3.2,fr,0
79,6,2,0.176,0,0,0,0,0,0,3.86,en,0
136,27,1,0.031,0,0,0,0,0,0,3.58,fr,0
5,16,1,0.047,0,0,0,0,0,0,4.23,fr,0
156,18,11,0.491,4,1,2,3,0,0,5.36,en,1
52,25,0,0.031,0,0,0,0,0,0,5.53,fr,0
140,3,8,0.526,2,0,3,5,1,0,6.07,en,1
167,13,0,0.117,1,0,0,0,0,0,3.86,en,0
138,4,0,0.047,2,0,0,0,1,0,3.99,fr,0
5,24,1,0.065,0,0,1,0,0,0,5.59,en,0
85,7,2,0.033,0,0,0,0,0,0,4.38,fr,0
103,24,12,0.611,2,2,1,2,1,1,6.14,en,1
199,18,1,0.24,0,0,0,0,0,0,5.33,en,0
92,28,8,0.236,6,4,0,3,1,1,3.4,fr,1
102,11,2,0.014,0,0,0,0,0,0,4.71,fr,0
26,7,0,0.036,1,0,0,1,0,0,5.64,fr,0
132,26,7,0.223,2,1,1,0,1,1,6.36,fr,1
69,21,1,0.209,0,0,0,0,0,0,4.64,en,0
99,26,10,0.494,5,0,4,5,0,0,3.16,fr,1
155,23,5,0.688,2,0,3,4,1,0,5.65,en,1
154,23,2,0.05,1,0,0,0,0,0,3.18,en,0
95,16,1,0.101,0,0,0,0,0,0,4.81,fr,0
66,18,2,0.169,0,0,0,0,0,0,4.31,en,0
55,23,2,0.036,2,0,0,1,0,0,4.77,fr,0
140,27,2,0.191,0,0,0,0,0,0,6.46,en,0
76,8,0,0.051,2,0,0,0,0,0,4.58,fr,0
110,17,7,0.187,3,2,1,3,1,0,5.03,fr,1
13,18,0,0.133,0,0,0,0,0,0,2.77,fr,0
109,24,2,0.234,0,0,1,0,0,0,3.33,fr,0
140,37,7,0.458,6,5,2,0,1,0,6.94,en,1
49,17,0,0.223,2,0,0,0,0,0,5.08,en,0
151,7,1,0.125,0,0,0,0,0,0,4.71,fr,0
29,16,2,0.164,1,0,0,0,0,0,4.3,fr,0
116,16,6,0.846,2,1,4,1,0,0,3.37,fr,1
119,13,0,0.068,0,0,0,0,0,0,4.44,fr,0
41,8,0,0.105,0,0,0,0,0,1,4.34,fr,0
82,31,12,0.468,2,1,2,0,1,1,4.19,en,1
115,9,0,0.278,0,0,0,0,0,0,4.29,fr,0
97,25,1,0.063,0,0,0,0,0,0,5.01,fr,0
122,6,3,0.239,0,0,0,0,0,1,4.52,en,0
119,33,6,0.155,3,3,1,6,1,1,6.98,fr,1
145,28,5,0.455,5,2,2,3,0,1,7.3,fr,1
127,30,1,0.128,0,0,0,0,0,0,2.69,en,0
80,16,3,0.103,0,0,0,0,1,0,4.97,en,0
106,6,9,0.227,4,3,2,1,0,1,5.13,en,1
108,22,2,0.058,1,0,0,0,0,0,4.59,en,0
127,11,1,0.182,0,0,0,0,0,0,3.92,en,0
128,12,4,0.024,0,1,0,0,0,0,3.94,en,0
168,14,6,0.344,5,0,1,2,1,0,4.08,fr,1
61,17,2,0.001,0,0,0,0,0,0,3.08,en,0
67,21,1,0.249,0,0,0,0,0,0,5.06,fr,0
107,19,2,0.049,0,0,1,0,0,0,3.68,fr,0
112,3,0,0.06,1,0,0,0,0,0,4.38,fr,0
126,9,2,0.096,1,0,0,0,0,0,5.32,fr,0
120,12,4,0.445,1,1,0,0,1,0,4.57,en,1
134,23,0,0.272,1,0,0,0,1,0,4.6,fr,0
5,16,1,0.004,1,0,0,0,1,0,4.66,fr,0
133,30,9,0.235,4,7,2,1,1,0,5.36,fr,1
129,31,10,0.517,3,2,1,3,1,0,6.88,en,1
128,21,0,0.121,1,0,0,0,0,0,3.1,en,0
57,21,10,0.416,1,1,0,3,1,0,3.93,en,1
74,20,2,0.322,0,1,0,0,0,1,4.03,en,0
88,24,0,0.251,0,0,0,0,0,0,5.08,fr,0
77,8,0,0.175,0,0,0,0,0,0,3.5,fr,0
66,21,1,0.025,0,0,0,0,0,0,4.08,fr,0
121,20,6,0.541,5,0,1,3,0,1,4.75,en,1
55,15,2,0.029,1,0,0,0,0,0,3.36,en,0
145,19,0,0.247,1,0,0,0,0,0,4.86,en,0
115,20,7,0.335,4,2,2,0,1,1,4.56,en,1
140,34,5,0.298,3,2,1,2,1,1,7.47,fr,1
104,15,1,0.078,0,1,0,0,0,0,4.4,fr,0
45,17,3,0.076,0,0,0,1,0,0,5.89,fr,0
107,10,2,0.02,1,0,0,0,0,0,4.21,fr,0
66,26,0,0.049,1,0,0,0,0,0,6.34,fr,0
130,18,3,0.053,0,0,0,0,0,0,4.28,en,0
88,19,1,0.04,0,0,0,0,0,0,4.49,fr,0
80,10,1,0.137,0,0,0,0,0,0,5.96,en,0
166,16,7,0.391,1,1,1,3,1,1,6.59,en,1
121,12,0,0.034,2,0,0,0,0,0,5.6,fr,0
114,27,0,0.265,0,0,0,0,0,0,4.41,fr,0
130,22,0,0.108,1,0,0,0,0,0,4.7,en,0
66,16,2,0.182,1,0,0,0,0,0,3.7,fr,0
126,17,2,0.074,0,0,0,0,0,0,4.28,en,0
26,20,3,0.032,0,0,0,0,0,0,4.4,fr,0
171,16,1,0.16,0,0,0,0,1,0,4.8,fr,0
71,25,1,0.026,0,0,0,0,0,0,5.15,fr,0
169,43,7,0.247,1,0,0,0,0,0,4.64,en,1
38,12,9,0.107,3,1,1,0,0,1,6.58,en,1
89,17,1,0.213,0,0,0,0,0,0,4.93,fr,0
128,13,1,0.071,0,0,0,0,0,0,4.41,fr,0
119,14,3,0.687,0,2,0,3,1,1,5.29,fr,1
56,23,4,0.183,1,0,0,0,0,0,4.77,fr,0
108,33,16,0.432,3,2,5,3,0,0,5.55,en,1
137,8,1,0.154,1,0,0,0,0,0,3.85,en,0
100,16,2,0.043,0,0,0,0,0,0,3.52,fr,0
107,15,2,0.223,1,0,0,0,0,0,3.78,fr,0
102,8,0,0.011,1,0,0,0,0,0,3.45,fr,0
165,4,1,0.061,1,0,0,0,0,0,4.78,fr,0
50,19,1,0.183,1,0,0,0,0,0,5.44,en,0
76,14,0,0.011,1,0,0,0,0,0,3.01,fr,0
73,21,0,0.084,0,0,0,1,0,0,4.0,en,0
188,25,11,0.55,1,1,1,2,1,1,3.15,fr,1
81,14,2,0.015,0,0,0,0,0,0,7.18,fr,0
154,15,1,0.105,1,0,0,0,0,0,3.52,fr,0
91,19,1,0.059,2,1,0,0,0,0,3.15,fr,0
191,20,5,0.45,0,2,2,3,0,1,6.59,en,1
151,31,0,0.079,1,0,0,0,0,0,4.26,en,0
118,18,1,0.051,0,0,0,1,1,0,3.18,fr,0
63,23,6,0.194,3,4,1,2,1,1,6.94,en,1
108,26,2,0.256,3,0,1,0,1,0,4.88,en,0
5,10,1,0.011,0,0,0,0,1,0,5.18,fr,0
207,18,7,0.528,3,3,2,1,1,1,5.12,fr,1
160,34,5,0.312,2,4,1,3,0,0,4.42,en,1
140,20,4,0.045,1,0,0,0,0,0,3.96,en,0
198,13,12,0.421,4,1,1,3,1,0,4.01,fr,1
54,18,0,0.081,1,0,0,0,0,0,5.15,en,0
36,22,0,0.08,1,0,0,0,1,0,5.37,en,0
80,20,4,0.393,2,0,2,1,1,1,5.39,fr,1
99,19,0,0.009,0,0,0,0,0,0,4.05,en,0
109,18,0,0.066,0,0,0,0,0,0,5.45,en,0
121,15,9,0.39,3,3,3,3,0,0,3.82,en,1
172,26,10,0.465,1,1,1,6,1,0,5.02,fr,1
150,17,2,0.063,0,0,0,0,0,0,4.44,en,0
151,35,9,0.393,1,3,3,2,0,1,4.29,en,1
179,34,8,0.191,2,0,1,2,1,1,6.05,fr,1
97,14,2,0.049,0,0,1,0,0,0,3.37,en,0
121,37,2,0.085,0,0,0,0,0,0,5.09,en,0
88,20,1,0.06,2,0,0,0,0,0,4.24,fr,0
132,12,2,0.16,0,0,0,0,0,0,4.5,fr,0
115,27,1,0.171,0,0,0,1,0,0,4.01,fr,0
63,17,0,0.049,1,0,0,0,0,0,4.61,fr,0
134,25,5,0.266,0,0,4,2,0,1,3.55,fr,1
204,36,11,0.429,2,5,3,3,1,1,5.48,fr,1
101,20,0,0.112,1,0,0,0,0,0,5.17,en,0
101,27,7,0.32,4,0,1,2,1,0,5.09,fr,1
67,10,1,0.351,0,0,0,0,0,0,4.44,fr,0
92,6,0,0.167,1,0,0,0,0,0,2.32,fr,0
244,26,3,0.552,2,1,3,4,1,1,6.18,fr,1
99,14,0,0.153,0,0,0,0,0,0,4.91,fr,0
149,31,8,0.179,1,1,1,1,0,1,4.69,fr,1
98,17,1,0.256,0,0,1,0,0,0,4.84,en,0
76,24,12,0.484,0,2,3,2,0,0,5.35,fr,1
64,8,1,0.26,0,0,0,0,0,0,4.76,fr,0
147,17,1,0.057,0,1,0,0,0,1,4.67,fr,0
59,1,2,0.096,1,0,0,0,0,0,4.18,en,0
145,5,0,0.105,0,0,1,0,0,0,3.93,en,0
57,32,1,0.057,0,0,0,0,0,0,2.95,fr,0
191,24,7,0.253,3,1,2,3,1,1,6.96,en,1
120,13,6,0.591,2,0,3,6,1,1,3.08,en,1
127,26,1,0.077,0,0,0,0,0,0,4.93,fr,0
107,17,1,0.008,1,0,0,0,0,0,4.15,fr,0
82,9,1,0.077,1,0,0,0,0,0,4.84,en,0
