asset_id,asset_type,segment,business_criticality,data_sensitivity,internet_exposed,privileged_access,cvss_score,epss_score,known_exploited,kev_ransomware,kev_age_days,kev_overdue,patch_age_days,open_ports,failed_logins_7d,external_alerts_30d,edr_coverage,risk_score,risk_label
A02868,database,server_lan,high,public,0,0,8.1,0.301,0,0,0,0,21,7,11,1,full,25.3,medium
A02869,firewall,user_lan,low,confidential,0,0,1.6,0.477,0,0,0,0,475,2,13,1,full,0.0,low
A02870,server,user_lan,low,confidential,0,1,6.9,0.132,0,0,0,0,22,6,9,1,full,26.4,medium
A02871,web_app,dmz,critical,restricted,0,1,7.7,0.471,0,0,0,0,28,6,14,1,partial,59.8,high
A02872,workstation,dmz,low,restricted,1,0,8.0,0.136,0,0,0,0,347,5,17,4,full,56.5,high
A02873,server,server_lan,low,internal,0,1,7.8,0.109,0,0,0,0,42,5,8,2,partial,54.6,high
A02874,workstation,dmz,high,confidential,0,0,6.9,0.308,0,0,0,0,105,5,6,0,full,26.4,medium
A02875,server,user_lan,medium,public,1,1,3.3,0.222,0,0,0,0,382,10,25,2,full,53.0,high
A02876,server,dmz,medium,public,1,0,8.3,0.494,1,0,688,1,38,11,31,6,partial,100.0,critical
A02877,workstation,user_lan,high,public,1,0,5.7,0.403,0,0,0,0,134,14,23,1,partial,46.7,medium
A02878,workstation,cloud,low,restricted,1,0,7.5,0.189,0,0,0,0,137,5,21,9,full,61.9,high
A02879,database,ot,high,public,0,1,6.1,0.37,1,1,385,1,351,9,10,4,partial,86.8,critical
A02880,server,ot,medium,internal,1,1,5.2,0.245,0,0,0,0,487,11,33,3,partial,79.8,critical
A02881,server,server_lan,low,internal,1,0,7.1,0.248,0,0,0,0,28,13,22,3,partial,35.2,medium
A02882,server,dmz,high,internal,0,1,6.1,0.305,0,0,0,0,7,7,6,0,full,46.1,medium
A02883,database,server_lan,medium,internal,1,1,6.1,0.445,0,0,0,0,431,10,27,1,full,65.8,high
A02884,workstation,user_lan,high,public,1,1,6.3,0.416,0,0,0,0,47,2,30,4,full,49.0,medium
A02885,database,dmz,critical,internal,1,0,6.5,0.408,1,0,576,1,54,6,20,3,partial,84.0,critical
A02886,server,server_lan,high,internal,1,0,3.9,0.654,0,0,0,0,25,8,17,5,full,52.2,high
A02887,server,server_lan,medium,confidential,1,0,6.3,0.383,0,0,0,0,3,6,21,3,full,27.1,medium
A02888,firewall,server_lan,low,confidential,1,1,4.9,0.115,0,0,0,0,47,9,21,4,partial,59.3,high
A02889,server,user_lan,critical,restricted,0,1,6.4,0.385,0,0,0,0,386,5,12,1,partial,71.8,high
A02890,server,user_lan,medium,internal,1,1,6.2,0.286,0,0,0,0,3,10,21,3,partial,59.8,high
A02891,server,user_lan,high,public,0,1,5.6,0.315,0,0,0,0,36,4,6,2,full,17.8,low
A02892,firewall,ot,high,internal,1,1,3.9,0.117,0,0,0,0,8,7,19,1,none,54.0,high
A02893,web_app,dmz,low,restricted,1,0,5.7,0.343,0,0,0,0,43,10,19,7,partial,78.3,critical
A02894,web_app,server_lan,low,public,0,0,7.9,0.242,0,0,0,0,585,4,9,1,full,20.4,low
A02895,firewall,server_lan,medium,public,1,0,4.1,0.127,0,0,0,0,166,10,18,2,partial,49.9,medium
A02896,server,user_lan,medium,restricted,1,0,4.9,0.344,0,0,0,0,197,8,22,2,full,42.6,medium
A02897,firewall,user_lan,low,restricted,1,0,7.5,0.494,0,0,0,0,4,6,22,2,partial,56.0,high
A02898,server,dmz,medium,public,1,1,8.2,0.412,0,0,0,0,328,4,24,3,full,62.3,high
A02899,web_app,ot,high,confidential,1,0,8.6,0.392,0,0,0,0,17,5,23,3,none,75.5,critical
A02900,workstation,server_lan,medium,internal,0,1,5.9,0.146,0,0,0,0,13,1,4,2,full,27.6,medium
A02901,workstation,server_lan,low,internal,1,0,6.8,0.2,0,0,0,0,31,9,23,3,full,40.6,medium
A02902,firewall,user_lan,high,internal,1,0,6.5,0.534,1,0,182,1,610,5,19,4,none,78.4,critical
A02903,server,ot,high,restricted,1,0,4.5,0.517,0,0,0,0,57,11,21,4,none,79.1,critical
A02904,firewall,user_lan,critical,public,0,0,7.4,0.35,0,0,0,0,41,8,11,0,full,19.2,low
A02905,workstation,ot,low,confidential,1,0,4.4,0.197,0,0,0,0,25,6,18,3,full,27.3,medium
A02906,web_app,server_lan,critical,public,0,1,7.7,0.341,0,0,0,0,708,4,3,1,none,65.7,high
A02907,firewall,user_lan,high,confidential,0,0,6.0,0.222,0,0,0,0,9,7,6,1,partial,40.5,medium
A02908,server,cloud,high,confidential,1,1,4.1,0.168,0,0,0,0,58,12,22,3,partial,76.9,critical
A02909,firewall,user_lan,medium,confidential,1,1,4.9,0.181,0,0,0,0,1,5,18,6,partial,72.4,critical
A02910,database,server_lan,low,restricted,1,1,5.1,0.291,0,0,0,0,15,7,23,6,partial,55.1,high
A02911,web_app,ot,medium,confidential,1,0,6.4,0.319,0,0,0,0,675,9,26,5,none,80.9,critical
A02912,server,server_lan,low,confidential,1,0,6.2,0.275,0,0,0,0,273,8,22,5,full,32.7,medium
A02913,database,server_lan,low,internal,1,0,7.0,0.203,0,0,0,0,28,7,24,2,partial,50.2,medium
A02914,web_app,cloud,critical,restricted,0,0,5.8,0.327,1,0,480,1,334,7,5,3,full,59.4,high
A02915,workstation,ot,low,internal,0,0,4.2,0.294,0,0,0,0,40,3,3,0,none,9.8,low
A02916,server,ot,critical,internal,1,0,7.8,0.222,0,0,0,0,607,10,29,4,partial,77.1,critical
A02917,workstation,cloud,medium,internal,0,0,3.5,0.315,0,0,0,0,16,4,3,0,full,9.8,low
A02918,cloud_vm,dmz,high,internal,1,1,7.2,0.456,0,0,0,0,608,11,27,2,full,76.8,critical
A02919,server,ot,low,confidential,1,0,5.4,0.195,0,0,0,0,44,13,21,3,partial,54.0,high
A02920,web_app,user_lan,medium,internal,1,1,7.5,0.343,0,0,0,0,136,12,19,5,partial,74.2,critical
A02921,firewall,user_lan,medium,internal,0,1,3.1,0.207,0,0,0,0,1,4,8,1,partial,37.8,medium
A02922,server,server_lan,critical,restricted,1,0,7.5,0.297,0,0,0,0,40,14,21,4,partial,90.6,critical
A02923,server,cloud,low,restricted,0,0,5.3,0.143,0,0,0,0,491,6,9,0,full,27.2,medium
A02924,web_app,user_lan,low,internal,0,0,6.1,0.105,0,0,0,0,585,3,9,1,partial,23.5,medium
A02925,server,cloud,critical,restricted,1,0,5.6,0.186,0,0,0,0,340,9,35,2,partial,88.0,critical
A02926,web_app,server_lan,low,internal,1,1,6.9,0.571,0,0,0,0,705,7,17,2,full,62.6,high
A02927,web_app,server_lan,medium,internal,1,1,8.3,0.542,0,0,0,0,172,8,25,2,full,65.3,high
A02928,web_app,user_lan,low,restricted,0,1,6.4,0.305,0,0,0,0,6,4,11,1,full,26.7,medium
A02929,workstation,dmz,low,confidential,1,0,6.8,0.225,0,0,0,0,19,5,24,1,partial,45.3,medium
A02930,web_app,user_lan,medium,confidential,0,0,6.6,0.538,0,0,0,0,28,3,6,0,full,19.3,low
A02931,web_app,server_lan,medium,internal,1,0,8.3,0.351,0,0,0,0,48,9,15,4,partial,46.5,medium
A02932,server,user_lan,medium,internal,0,1,7.4,0.269,0,0,0,0,3,6,8,0,full,25.1,medium
A02933,database,dmz,medium,public,1,1,7.4,0.182,0,0,0,0,7,12,15,4,partial,55.2,high
A02934,cloud_vm,server_lan,high,restricted,1,1,4.1,0.153,0,0,0,0,11,7,29,7,partial,68.4,high
A02935,web_app,user_lan,critical,internal,0,0,8.1,0.364,0,0,0,0,11,4,8,1,full,28.2,medium
A02936,database,server_lan,low,internal,1,1,3.3,0.195,0,0,0,0,212,11,20,3,full,37.8,medium
A02937,workstation,server_lan,medium,public,1,1,9.4,0.321,0,0,0,0,7,5,22,4,full,68.4,high
A02938,server,server_lan,medium,confidential,1,1,7.5,0.269,0,0,0,0,559,6,22,4,full,69.1,high
A02939,workstation,server_lan,high,internal,0,1,5.8,0.366,1,0,100,1,270,2,5,7,full,67.1,high
A02940,server,user_lan,medium,confidential,1,1,6.7,0.231,0,0,0,0,81,8,17,1,full,63.0,high
A02941,firewall,server_lan,high,internal,1,0,6.3,0.494,0,0,0,0,19,6,29,1,full,16.9,low
A02942,server,server_lan,medium,public,1,1,8.4,0.355,0,0,0,0,209,3,27,6,partial,69.1,high
A02943,cloud_vm,user_lan,medium,public,1,1,3.9,0.226,0,0,0,0,515,11,21,2,full,63.4,high
A02944,server,user_lan,high,public,0,1,6.9,0.471,0,0,0,0,84,4,13,2,partial,42.5,medium
A02945,workstation,user_lan,medium,confidential,0,1,5.8,0.296,0,0,0,0,39,1,19,0,full,18.1,low
A02946,workstation,server_lan,medium,confidential,1,0,4.2,0.61,0,0,0,0,23,12,20,3,full,34.2,medium
A02947,workstation,ot,low,internal,1,0,5.9,0.272,0,0,0,0,118,7,21,4,none,49.1,medium
A02948,cloud_vm,server_lan,medium,internal,0,0,6.7,0.17,0,0,0,0,27,2,14,1,partial,8.1,low
A02949,firewall,server_lan,low,internal,0,0,5.1,0.302,0,0,0,0,48,7,6,0,none,0.0,low
A02950,cloud_vm,ot,high,restricted,0,1,6.8,0.413,0,0,0,0,54,4,9,2,partial,49.1,medium
A02951,server,user_lan,medium,restricted,0,1,4.4,0.188,0,0,0,0,454,5,7,0,full,35.8,medium
A02952,cloud_vm,user_lan,low,confidential,0,1,5.2,0.367,0,0,0,0,9,5,10,2,full,30.5,medium
A02953,server,cloud,low,public,0,0,4.5,0.338,0,0,0,0,43,1,8,0,full,5.8,low
A02954,cloud_vm,dmz,medium,internal,0,0,8.4,0.283,1,1,486,1,645,1,5,2,full,54.5,high
A02955,database,cloud,critical,restricted,1,1,3.4,0.183,0,0,0,0,586,6,26,2,partial,72.0,high
A02956,workstation,user_lan,medium,internal,0,0,4.3,0.146,0,0,0,0,19,1,0,0,partial,0.0,low
A02957,server,server_lan,low,confidential,0,1,0.8,0.189,0,0,0,0,17,3,11,1,full,0.0,low
A02958,server,server_lan,medium,restricted,1,1,3.1,0.275,0,0,0,0,572,4,18,2,partial,83.1,critical
A02959,workstation,dmz,critical,confidential,1,1,6.6,0.193,0,0,0,0,68,5,22,4,partial,82.7,critical
A02960,cloud_vm,ot,high,confidential,0,1,8.2,0.261,0,0,0,0,7,3,5,0,partial,42.5,medium
A02961,cloud_vm,server_lan,low,internal,1,1,7.2,0.41,0,0,0,0,49,17,18,5,full,63.3,high
A02962,firewall,server_lan,medium,restricted,1,0,4.5,0.09,0,0,0,0,36,5,17,0,none,53.1,high
A02963,server,user_lan,high,internal,1,1,5.7,0.41,0,0,0,0,571,8,25,2,partial,88.1,critical
A02964,web_app,user_lan,high,restricted,1,1,5.0,0.253,0,0,0,0,35,10,17,6,full,62.8,high
A02965,workstation,server_lan,medium,internal,1,1,5.6,0.503,0,0,0,0,467,6,27,2,partial,65.1,high
A02966,database,cloud,high,confidential,1,1,7.7,0.19,0,0,0,0,39,3,21,5,partial,80.6,critical
A02967,workstation,user_lan,medium,restricted,0,1,5.9,0.148,0,0,0,0,362,3,11,0,partial,43.0,medium
A02968,workstation,cloud,low,internal,1,1,5.3,0.266,0,0,0,0,371,4,24,4,full,52.1,high
A02969,database,dmz,low,internal,1,1,6.4,0.385,0,0,0,0,4,9,17,3,none,66.6,high
A02970,server,dmz,medium,public,1,1,3.8,0.303,0,0,0,0,5,13,24,5,partial,61.4,high
A02971,database,user_lan,low,confidential,1,1,3.8,0.514,0,0,0,0,663,9,14,1,full,60.7,high
A02972,web_app,server_lan,medium,confidential,1,0,4.8,0.627,1,0,96,1,579,6,21,6,full,64.9,high
A02973,server,user_lan,high,internal,0,0,7.4,0.47,0,0,0,0,17,7,6,1,partial,38.7,medium
A02974,firewall,dmz,high,restricted,1,1,7.4,0.461,1,0,41,1,23,11,17,6,partial,97.0,critical
A02975,database,cloud,low,restricted,0,0,6.8,0.326,1,1,564,0,13,4,9,3,full,47.5,medium
A02976,cloud_vm,cloud,low,restricted,1,0,4.9,0.15,0,0,0,0,48,9,20,1,full,46.7,medium
A02977,web_app,cloud,high,confidential,1,0,4.7,0.648,0,0,0,0,56,11,26,3,partial,75.4,critical
A02978,web_app,ot,medium,restricted,1,0,6.8,0.168,0,0,0,0,257,11,19,1,none,75.6,critical
A02979,web_app,ot,low,restricted,1,0,3.4,0.06,0,0,0,0,16,12,26,4,none,62.3,high
A02980,cloud_vm,user_lan,high,public,1,0,5.9,0.248,0,0,0,0,7,9,16,3,full,58.2,high
A02981,web_app,server_lan,low,restricted,0,1,8.8,0.177,0,0,0,0,54,8,6,1,full,43.0,medium
A02982,workstation,cloud,low,internal,0,0,6.7,0.369,0,0,0,0,26,5,7,0,partial,15.3,low
A02983,server,ot,high,restricted,0,0,7.5,0.254,0,0,0,0,268,3,11,0,none,44.2,medium
A02984,web_app,ot,medium,confidential,1,0,7.9,0.573,1,0,293,0,11,8,27,6,full,77.1,critical
A02985,server,cloud,medium,confidential,0,0,6.6,0.208,0,0,0,0,15,10,7,2,partial,27.2,medium
A02986,workstation,server_lan,high,internal,0,0,5.6,0.292,0,0,0,0,48,5,8,1,partial,22.9,low
A02987,server,ot,critical,public,1,0,5.7,0.194,0,0,0,0,543,13,22,2,none,73.4,critical
A02988,database,ot,low,internal,1,0,7.3,0.259,0,0,0,0,58,7,27,4,partial,44.4,medium
A02989,server,user_lan,medium,confidential,1,0,5.1,0.349,0,0,0,0,27,5,16,6,full,44.8,medium
A02990,web_app,cloud,low,restricted,1,0,8.0,0.166,0,0,0,0,57,11,23,1,partial,63.7,high
A02991,cloud_vm,user_lan,medium,public,0,0,8.0,0.583,0,0,0,0,289,6,10,1,partial,30.3,medium
A02992,cloud_vm,ot,medium,public,1,0,7.1,0.557,0,0,0,0,7,7,17,3,full,61.3,high
A02993,workstation,dmz,medium,confidential,1,1,6.3,0.194,0,0,0,0,282,7,19,3,full,58.9,high
A02994,database,cloud,low,internal,1,0,6.7,0.169,0,0,0,0,641,4,21,2,full,48.3,medium
A02995,database,dmz,high,public,1,0,7.1,0.155,0,0,0,0,4,9,22,6,full,39.2,medium
A02996,database,server_lan,medium,public,1,0,9.3,0.475,0,0,0,0,568,9,14,4,full,50.5,medium
A02997,web_app,dmz,critical,confidential,1,1,8.1,0.187,0,0,0,0,29,12,20,7,full,70.4,high
A02998,server,user_lan,medium,confidential,0,1,5.7,0.266,0,0,0,0,82,2,11,2,partial,39.7,medium
A02999,firewall,server_lan,high,restricted,1,1,7.0,0.787,1,0,237,1,59,8,24,9,full,96.5,critical
A03000,server,ot,medium,internal,0,1,9.2,0.445,1,0,219,1,244,6,10,3,partial,75.5,critical
A03001,cloud_vm,user_lan,medium,public,0,0,3.9,0.215,0,0,0,0,556,4,6,1,full,23.1,low
A03002,web_app,cloud,high,confidential,1,0,7.3,0.517,1,0,429,1,33,1,19,4,partial,82.5,critical
A03003,workstation,server_lan,high,restricted,1,0,8.4,0.596,0,0,0,0,16,9,16,4,partial,70.5,high
A03004,cloud_vm,dmz,medium,internal,1,0,8.9,0.444,0,0,0,0,485,5,27,2,full,65.6,high
A03005,server,cloud,medium,restricted,1,0,5.4,0.667,1,1,237,1,53,8,30,2,full,80.2,critical
A03006,cloud_vm,user_lan,medium,confidential,0,0,8.6,0.664,1,1,379,1,366,3,4,0,full,35.6,medium
A03007,web_app,user_lan,medium,restricted,0,0,7.8,0.29,0,0,0,0,592,1,4,0,full,31.9,medium
A03008,server,cloud,medium,internal,1,1,5.0,0.123,0,0,0,0,394,3,21,3,full,55.8,high
A03009,server,cloud,high,public,1,0,5.2,0.084,0,0,0,0,34,9,30,3,full,45.4,medium
A03010,cloud_vm,user_lan,medium,public,0,0,4.8,0.375,0,0,0,0,537,9,4,2,full,27.6,medium
A03011,workstation,ot,medium,confidential,1,1,8.4,0.204,0,0,0,0,35,8,21,4,partial,60.1,high
A03012,cloud_vm,user_lan,medium,restricted,1,0,6.1,0.354,0,0,0,0,520,10,23,1,full,58.6,high
A03013,cloud_vm,user_lan,critical,internal,0,0,7.0,0.443,0,0,0,0,35,7,9,0,full,32.5,medium
A03014,web_app,server_lan,low,public,0,1,8.9,0.312,0,0,0,0,585,5,6,1,none,57.7,high
A03015,workstation,dmz,low,public,1,0,2.8,0.377,0,0,0,0,86,3,32,5,full,28.4,medium
A03016,web_app,server_lan,low,confidential,1,0,7.5,0.22,0,0,0,0,671,10,26,3,full,30.6,medium
A03017,firewall,cloud,high,restricted,1,0,3.4,0.175,0,0,0,0,23,8,32,3,partial,64.0,high
A03018,server,user_lan,medium,internal,0,1,7.0,0.35,0,0,0,0,684,4,10,0,full,14.3,low
A03019,workstation,server_lan,medium,confidential,0,1,5.3,0.762,1,0,438,1,28,9,5,1,partial,40.0,medium
A03020,server,user_lan,low,internal,1,0,8.5,0.553,0,0,0,0,86,11,16,1,partial,50.7,medium
A03021,workstation,server_lan,critical,restricted,0,0,3.7,0.696,1,0,52,1,363,3,5,4,full,62.1,high
A03022,cloud_vm,server_lan,medium,confidential,1,0,6.5,0.154,0,0,0,0,520,8,26,8,full,75.2,critical
A03023,database,ot,medium,public,0,1,6.6,0.512,0,0,0,0,77,2,10,2,none,49.5,medium
A03024,database,server_lan,low,confidential,0,1,5.9,0.449,0,0,0,0,3,4,7,0,full,13.1,low
A03025,workstation,server_lan,low,restricted,1,1,5.4,0.304,0,0,0,0,620,8,21,5,full,62.0,high
A03026,server,user_lan,low,restricted,1,0,5.4,0.356,0,0,0,0,15,5,32,3,full,34.2,medium
A03027,workstation,server_lan,medium,confidential,1,0,7.1,0.798,1,0,520,1,36,9,21,7,full,68.7,high
A03028,cloud_vm,cloud,medium,public,0,1,6.5,0.639,0,0,0,0,8,4,7,1,full,22.6,low
A03029,web_app,ot,low,internal,0,0,7.5,0.359,0,0,0,0,5,5,7,3,none,34.1,medium
A03030,workstation,user_lan,medium,confidential,1,0,7.6,0.583,0,0,0,0,598,7,17,5,full,51.9,high
A03031,cloud_vm,user_lan,low,internal,0,0,2.0,0.126,0,0,0,0,13,3,10,1,partial,15.2,low
A03032,server,server_lan,medium,restricted,0,1,5.4,0.301,0,0,0,0,30,3,12,1,full,32.5,medium
A03033,workstation,user_lan,low,internal,1,0,6.7,0.496,0,0,0,0,44,12,18,2,partial,40.4,medium
A03034,server,server_lan,low,restricted,1,0,4.4,0.254,0,0,0,0,369,5,29,3,full,42.4,medium
A03035,firewall,dmz,low,internal,1,1,3.7,0.224,0,0,0,0,581,9,13,3,partial,49.3,medium
A03036,web_app,cloud,high,public,1,1,6.1,0.418,0,0,0,0,30,9,26,3,partial,63.3,high
A03037,web_app,user_lan,critical,internal,0,0,6.2,0.305,0,0,0,0,4,5,7,1,none,54.2,high
A03038,server,user_lan,medium,confidential,0,1,4.7,0.317,0,0,0,0,29,4,4,2,full,23.9,medium
A03039,server,dmz,low,restricted,1,0,7.0,0.203,0,0,0,0,45,10,19,3,partial,56.9,high
A03040,web_app,cloud,critical,internal,1,0,4.7,0.173,0,0,0,0,39,12,20,5,full,71.2,high
A03041,workstation,server_lan,critical,public,1,1,7.4,0.27,0,0,0,0,36,3,21,2,full,38.6,medium
A03042,firewall,server_lan,medium,restricted,1,0,5.2,0.208,0,0,0,0,530,5,17,4,full,64.6,high
A03043,cloud_vm,cloud,low,confidential,1,0,6.1,0.44,0,0,0,0,450,5,25,5,partial,68.3,high
A03044,workstation,user_lan,high,internal,0,0,3.9,0.361,0,0,0,0,25,2,4,2,partial,18.7,low
A03045,cloud_vm,ot,critical,restricted,0,1,2.6,0.396,0,0,0,0,26,4,11,2,none,79.4,critical
A03046,firewall,server_lan,high,public,0,0,1.7,0.383,0,0,0,0,292,6,6,0,full,23.0,low
A03047,database,user_lan,medium,public,1,0,8.1,0.356,0,0,0,0,4,9,13,1,full,35.7,medium
A03048,web_app,ot,medium,internal,1,1,8.4,0.22,0,0,0,0,460,10,29,1,none,79.2,critical
A03049,cloud_vm,user_lan,critical,confidential,0,1,8.2,0.259,0,0,0,0,58,1,9,1,full,32.0,medium
A03050,workstation,user_lan,low,internal,1,0,4.6,0.212,0,0,0,0,34,6,26,4,full,37.0,medium
A03051,cloud_vm,server_lan,low,restricted,1,1,6.5,0.549,0,0,0,0,28,4,25,7,full,56.9,high
A03052,server,cloud,high,internal,0,1,4.5,0.162,0,0,0,0,308,2,6,0,full,24.7,medium
A03053,web_app,ot,low,restricted,0,1,8.4,0.439,0,0,0,0,436,3,7,1,none,48.3,medium
A03054,cloud_vm,user_lan,medium,public,0,0,6.6,0.119,0,0,0,0,674,4,12,0,partial,27.4,medium
A03055,web_app,ot,low,public,1,0,6.9,0.125,1,0,141,1,57,6,26,5,full,53.8,high
A03056,database,user_lan,low,public,0,1,5.4,0.163,0,0,0,0,456,6,10,1,full,22.2,low
A03057,web_app,user_lan,low,public,1,1,8.3,0.287,0,0,0,0,28,6,14,5,partial,47.1,medium
A03058,server,server_lan,medium,internal,1,0,8.1,0.66,1,1,289,1,51,9,26,7,partial,93.3,critical
A03059,server,user_lan,medium,restricted,1,0,8.7,0.515,0,0,0,0,162,9,27,4,full,62.0,high
A03060,workstation,cloud,medium,confidential,0,1,7.2,0.446,1,0,593,0,5,3,3,3,partial,45.6,medium
A03061,web_app,user_lan,medium,confidential,1,0,6.6,0.215,0,0,0,0,207,4,22,6,partial,51.0,medium
A03062,workstation,server_lan,critical,public,0,0,3.5,0.387,0,0,0,0,55,3,7,0,full,11.8,low
A03063,workstation,user_lan,medium,restricted,0,1,5.1,0.268,0,0,0,0,53,2,8,1,full,29.9,medium
A03064,cloud_vm,cloud,critical,internal,0,1,4.3,0.139,0,0,0,0,35,3,9,2,full,7.7,low
A03065,workstation,ot,medium,confidential,1,0,3.1,0.231,0,0,0,0,228,9,15,2,full,62.3,high
A03066,workstation,server_lan,low,confidential,0,0,7.0,0.293,0,0,0,0,25,4,1,2,full,17.7,low
A03067,workstation,dmz,high,public,1,0,4.5,0.312,0,0,0,0,34,6,18,5,partial,48.5,medium
A03068,server,server_lan,high,internal,1,0,8.3,0.475,0,0,0,0,102,9,22,2,full,34.3,medium
A03069,web_app,dmz,low,restricted,1,0,6.2,0.256,0,0,0,0,40,6,18,1,full,31.5,medium
A03070,workstation,ot,medium,internal,0,0,6.6,0.228,0,0,0,0,727,2,6,0,none,21.7,low
A03071,server,user_lan,high,confidential,0,0,5.3,0.372,0,0,0,0,25,5,6,0,full,28.6,medium
A03072,firewall,user_lan,low,restricted,0,0,5.4,0.245,0,0,0,0,34,3,9,0,full,8.6,low
A03073,cloud_vm,server_lan,medium,internal,1,0,7.6,0.35,0,0,0,0,30,7,20,2,full,47.1,medium
A03074,web_app,user_lan,low,internal,1,1,5.4,0.48,0,0,0,0,51,10,22,1,partial,47.8,medium
A03075,cloud_vm,ot,low,internal,1,0,5.9,0.407,0,0,0,0,3,10,23,5,none,55.9,high
A03076,cloud_vm,user_lan,high,confidential,0,0,7.9,0.648,0,0,0,0,96,4,10,0,full,42.7,medium
A03077,workstation,dmz,medium,internal,0,0,6.1,0.425,0,0,0,0,30,5,12,3,full,24.0,medium
A03078,web_app,server_lan,high,internal,0,1,5.5,0.218,0,0,0,0,324,5,6,1,none,36.5,medium
A03079,web_app,ot,high,internal,1,0,6.2,0.632,0,0,0,0,60,11,15,2,none,89.1,critical
A03080,workstation,ot,critical,restricted,1,0,4.7,0.183,0,0,0,0,724,5,23,8,none,100.0,critical
A03081,server,server_lan,medium,restricted,0,1,7.9,0.33,0,0,0,0,28,7,4,1,full,36.9,medium
A03082,server,user_lan,medium,confidential,1,0,5.6,0.381,0,0,0,0,7,12,21,2,partial,54.7,high
A03083,web_app,dmz,low,restricted,1,0,6.6,0.255,1,1,216,1,233,9,24,7,none,100.0,critical
A03084,cloud_vm,user_lan,medium,confidential,1,0,6.6,0.164,0,0,0,0,30,7,15,7,full,37.4,medium
A03085,cloud_vm,dmz,medium,restricted,1,0,4.3,0.109,0,0,0,0,3,2,23,5,partial,53.6,high
A03086,workstation,cloud,high,public,1,0,4.7,0.547,0,0,0,0,684,8,21,2,full,55.1,high
A03087,server,ot,medium,internal,0,1,7.5,0.25,0,0,0,0,23,7,9,0,partial,11.2,low
A03088,workstation,server_lan,low,restricted,0,0,7.3,0.298,1,0,342,0,2,2,8,4,partial,21.2,low
A03089,database,user_lan,high,internal,0,1,4.2,0.309,0,0,0,0,26,4,14,0,partial,19.8,low
A03090,cloud_vm,dmz,high,internal,1,1,9.2,0.282,0,0,0,0,21,8,17,4,full,61.4,high
A03091,cloud_vm,server_lan,medium,confidential,0,0,8.6,0.512,0,0,0,0,508,7,9,0,full,27.2,medium
A03092,cloud_vm,dmz,high,confidential,1,0,2.7,0.292,0,0,0,0,47,10,19,1,full,51.6,high
A03093,cloud_vm,server_lan,medium,internal,1,1,4.4,0.152,0,0,0,0,32,7,15,3,full,31.7,medium
A03094,firewall,ot,high,internal,1,1,5.9,0.418,0,0,0,0,16,11,15,8,full,67.0,high
A03095,database,dmz,medium,internal,1,1,6.1,0.471,0,0,0,0,32,7,21,4,full,54.3,high
A03096,server,cloud,medium,public,0,1,8.2,0.282,0,0,0,0,640,3,11,1,partial,36.7,medium
A03097,server,dmz,low,internal,1,0,5.0,0.399,0,0,0,0,422,5,18,4,partial,65.1,high
A03098,workstation,user_lan,low,internal,1,0,6.6,0.327,0,0,0,0,592,10,23,1,full,48.7,medium
A03099,workstation,user_lan,high,confidential,0,0,8.0,0.322,0,0,0,0,37,9,7,1,full,39.2,medium
A03100,server,ot,medium,internal,1,0,4.8,0.318,0,0,0,0,5,5,33,3,none,56.8,high
A03101,firewall,server_lan,low,internal,1,0,3.4,0.16,0,0,0,0,514,5,23,6,full,57.0,high
A03102,server,server_lan,low,confidential,0,0,3.6,0.073,0,0,0,0,10,2,10,1,full,20.3,low
A03103,firewall,cloud,medium,public,0,0,6.8,0.61,1,0,206,1,49,6,2,6,partial,34.7,medium
A03104,cloud_vm,cloud,high,internal,0,1,7.7,0.183,0,0,0,0,638,3,7,1,full,24.4,medium
A03105,web_app,user_lan,medium,public,1,1,5.9,0.174,0,0,0,0,7,16,22,4,partial,71.9,high
A03106,web_app,dmz,high,confidential,1,1,7.7,0.391,0,0,0,0,307,9,24,4,full,72.6,critical
A03107,workstation,server_lan,high,public,1,0,3.4,0.23,0,0,0,0,517,12,12,4,full,42.7,medium
A03108,web_app,cloud,medium,internal,1,1,6.9,0.416,0,0,0,0,43,13,27,5,full,61.0,high
A03109,server,user_lan,high,confidential,1,0,6.1,0.449,0,0,0,0,7,8,27,3,partial,66.1,high
A03110,firewall,user_lan,low,confidential,1,0,7.0,0.299,0,0,0,0,49,11,31,2,full,59.8,high
A03111,workstation,server_lan,medium,confidential,1,1,9.1,0.515,0,0,0,0,68,6,21,3,full,54.0,high
A03112,workstation,server_lan,low,restricted,1,0,6.5,0.528,0,0,0,0,0,13,25,5,full,49.4,medium
A03113,web_app,ot,low,confidential,0,1,8.2,0.668,0,0,0,0,448,6,10,0,none,56.3,high
A03114,web_app,cloud,low,internal,1,0,4.8,0.221,0,0,0,0,24,9,16,4,none,60.4,high
A03115,workstation,dmz,low,internal,1,0,3.1,0.2,0,0,0,0,694,8,27,3,full,42.3,medium
A03116,web_app,ot,high,public,0,1,6.6,0.371,0,0,0,0,702,6,7,0,full,35.5,medium
A03117,server,user_lan,medium,internal,0,1,6.5,0.238,0,0,0,0,57,8,9,2,full,23.9,medium
A03118,web_app,server_lan,critical,public,1,0,6.7,0.456,0,0,0,0,488,8,21,2,full,57.2,high
A03119,workstation,server_lan,medium,internal,1,1,6.4,0.398,0,0,0,0,64,7,19,6,full,48.0,medium
A03120,workstation,cloud,medium,confidential,1,0,8.0,0.538,0,0,0,0,26,11,15,4,partial,72.6,critical
