text_length,word_count,avg_word_length,max_token_length,uppercase_ratio,digit_ratio,punct_ratio,line_count,non_ascii_ratio,zero_width_count,url_count,trigger_keyword_count,role_keyword_count,delimiter_marker_count,has_base64_blob,carrier,language,technique
199,25,6.96,38,0.0588,0.0,0.191,5,0.1256,25,1,0,0,0,0,email,en,data_exfiltration
372,61,5.066,14,0.0418,0.1613,0.0269,7,0.0,0,0,0,0,0,0,document,fr,misinformation_seed
237,36,5.583,12,0.0374,0.0253,0.0338,3,0.0,0,0,3,0,0,0,rag_chunk,en,instruction_override
272,37,6.297,25,0.0636,0.0147,0.0331,7,0.0,0,0,1,0,0,0,document,en,conditional_trigger
216,34,5.353,11,0.016,0.1991,0.0648,6,0.0,0,0,0,0,0,0,chat_log,en,staged_multistep
373,47,6.936,39,0.0594,0.0295,0.0777,3,0.0,0,0,0,0,0,0,rag_chunk,fr,staged_multistep
152,22,5.909,22,0.04,0.0,0.0329,5,0.0,0,0,0,0,0,0,email,en,misinformation_seed
209,34,5.147,10,0.0301,0.0096,0.0335,3,0.0,0,0,0,0,0,0,product_review,en,misinformation_seed
353,58,5.052,14,0.0321,0.0113,0.0255,7,0.0,0,0,1,1,0,0,document,fr,fake_authority
258,41,5.244,18,0.0645,0.0194,0.0814,10,0.0,0,0,3,1,6,0,pdf_text,en,delimiter_injection
244,37,5.595,12,0.041,0.0246,0.0246,3,0.0,0,0,0,0,0,0,rag_chunk,en,staged_multistep
238,34,5.676,32,0.0296,0.0,0.0966,4,0.0,0,1,3,0,0,0,code_comment,en,data_exfiltration
191,26,6.308,22,0.069,0.0419,0.0576,8,0.0,0,0,0,0,0,0,calendar_invite,en,tool_abuse
198,36,4.5,13,0.0476,0.1364,0.0455,3,0.0,0,0,0,0,0,0,product_review,en,tool_abuse
305,42,6.262,14,0.209,0.0197,0.0426,6,0.0,0,0,0,2,0,0,rag_chunk,fr,delimiter_injection
294,46,5.326,13,0.0342,0.0,0.0374,10,0.0,0,0,0,2,0,0,email,fr,instruction_override
196,28,6.0,16,0.0725,0.0357,0.1173,4,0.0,0,0,0,0,0,0,api_response,en,refusal_suppression
364,50,6.24,41,0.0389,0.0137,0.0659,7,0.0,0,0,0,0,0,0,document,fr,tool_abuse
209,40,4.25,10,0.047,0.0287,0.0718,4,0.0,0,0,1,0,0,0,code_comment,en,refusal_suppression
293,26,10.269,112,0.2681,0.0819,0.0273,3,0.0,0,0,1,0,0,1,product_review,en,tool_abuse
300,44,5.773,16,0.0579,0.0133,0.0267,7,0.0,0,0,1,0,0,0,document,en,conditional_trigger
327,34,8.529,132,0.2538,0.0673,0.0245,10,0.0,0,0,2,0,0,1,email,en,refusal_suppression
250,32,6.75,36,0.0253,0.008,0.064,7,0.0,0,1,0,0,0,0,email,fr,conditional_trigger
221,36,5.083,12,0.0588,0.009,0.0498,7,0.0,0,0,0,0,0,0,document,en,misinformation_seed
261,20,12.0,112,0.314,0.0728,0.0536,8,0.0,0,0,1,0,0,1,calendar_invite,en,instruction_override
260,40,5.5,12,0.0293,0.0231,0.0346,3,0.0,0,0,2,2,0,0,rag_chunk,en,system_prompt_leak
229,30,6.467,18,0.0309,0.0175,0.1223,5,0.0,0,0,0,0,0,0,html_metadata,en,conditional_trigger
215,24,8.0,43,0.0461,0.0,0.186,6,0.0,0,1,0,0,0,0,html_metadata,en,output_manipulation
161,19,7.474,22,0.1374,0.0124,0.0559,5,0.0,0,0,1,2,0,0,email,en,fake_authority
208,36,4.778,10,0.063,0.1779,0.0385,3,0.0,0,0,0,0,0,0,web_page,en,role_hijack
307,46,5.63,11,0.1502,0.013,0.0717,8,0.0,0,0,2,1,2,0,document,en,delimiter_injection
289,46,5.283,10,0.1239,0.0069,0.0796,4,0.0,0,0,1,0,5,0,product_review,en,delimiter_injection
171,23,6.435,26,0.0161,0.0468,0.0877,3,0.0,0,0,1,0,0,0,rag_chunk,en,system_prompt_leak
170,18,8.444,43,0.0492,0.0471,0.1235,3,0.0,0,1,1,0,0,0,rag_chunk,en,output_manipulation
208,28,6.429,32,0.0845,0.0337,0.149,4,0.0,0,1,0,0,0,0,api_response,en,data_exfiltration
330,47,5.979,16,0.0491,0.0424,0.1273,7,0.0818,27,0,0,0,0,0,support_ticket,fr,conditional_trigger
312,48,5.458,32,0.071,0.2147,0.0801,7,0.0,0,0,0,0,0,0,support_ticket,fr,data_exfiltration
325,51,5.333,14,0.0383,0.0123,0.0215,7,0.0,0,0,0,6,0,0,document,fr,role_hijack
261,41,5.317,36,0.0649,0.0192,0.1073,8,0.0,0,1,0,0,0,0,pdf_text,en,output_manipulation
247,45,4.444,11,0.0811,0.0202,0.0405,8,0.0,0,0,0,0,0,0,pdf_text,en,refusal_suppression
169,24,6.083,21,0.0078,0.0,0.0947,4,0.0,0,0,0,0,0,0,tool_output,en,output_manipulation
226,40,4.6,10,0.0578,0.0088,0.0398,7,0.0,0,0,0,0,0,0,document,en,output_manipulation
200,37,4.405,10,0.0779,0.005,0.04,3,0.115,0,0,0,0,0,0,web_page,en,refusal_suppression
295,39,6.513,43,0.0704,0.0475,0.0881,7,0.0,0,1,0,0,0,0,support_ticket,en,output_manipulation
333,51,5.49,14,0.0522,0.012,0.024,7,0.0,0,0,0,5,0,0,document,fr,role_hijack
330,46,6.174,32,0.03,0.0,0.0515,3,0.0,0,1,0,0,0,0,web_page,fr,data_exfiltration
251,39,5.359,12,0.0347,0.0,0.0279,10,0.0,0,0,0,0,0,0,email,pt,tool_abuse
267,47,4.681,19,0.1029,0.2547,0.0599,3,0.0,0,0,0,0,0,0,web_page,en,staged_multistep
301,47,5.362,13,0.0541,0.0465,0.0498,7,0.0831,0,0,0,0,0,0,support_ticket,en,refusal_suppression
312,29,9.759,140,0.2806,0.0705,0.0256,3,0.0,0,0,1,0,0,1,product_review,en,fake_authority
233,34,5.853,14,0.0316,0.0086,0.03,3,0.0944,0,0,0,1,0,0,product_review,en,role_hijack
166,20,7.3,26,0.0156,0.0482,0.0542,3,0.0,0,0,3,1,0,0,rag_chunk,en,system_prompt_leak
390,49,6.959,36,0.019,0.0026,0.0641,3,0.0,0,0,0,0,0,0,web_page,fr,refusal_suppression
226,30,6.533,18,0.0289,0.0088,0.0796,5,0.0,0,0,3,1,6,0,product_review,en,delimiter_injection
268,44,5.045,13,0.0464,0.0522,0.0485,7,0.0,0,0,0,0,0,0,support_ticket,fr,misinformation_seed
150,21,6.143,22,0.0484,0.0,0.0333,5,0.0,0,0,1,1,0,0,email,en,instruction_override
305,45,5.778,12,0.1061,0.0,0.0492,4,0.0,0,0,1,1,2,0,web_page,pt,delimiter_injection
240,13,17.462,132,0.3168,0.0833,0.0208,5,0.0,0,0,1,0,0,1,email,en,staged_multistep
200,27,6.407,16,0.3885,0.035,0.135,7,0.0,0,0,0,2,0,0,api_response,en,delimiter_injection
172,24,6.167,16,0.075,0.0407,0.1221,4,0.0,0,0,0,0,0,0,api_response,en,tool_abuse
240,41,4.854,10,0.0582,0.0042,0.0375,3,0.0,0,0,0,0,0,0,web_page,en,misinformation_seed
328,53,5.151,14,0.0342,0.0122,0.0183,7,0.0,0,0,0,0,0,0,document,fr,staged_multistep
144,18,7.0,22,0.041,0.0,0.0278,5,0.1042,0,0,0,0,0,0,email,en,instruction_override
150,22,5.818,22,0.0496,0.0,0.0467,5,0.0,0,0,0,0,0,0,email,en,tool_abuse
