text_length,word_count,avg_word_length,max_token_length,uppercase_ratio,digit_ratio,punct_ratio,line_count,non_ascii_ratio,zero_width_count,url_count,trigger_keyword_count,role_keyword_count,delimiter_marker_count,has_base64_blob,carrier,language,label
188,23,7.217,21,0.0068,0.0,0.0957,4,0.1064,0,0,0,0,0,0,tool_output,en,injection
134,15,8.0,21,0.0194,0.0,0.1194,4,0.0,0,0,0,0,0,0,tool_output,en,benign
313,43,6.279,14,0.0277,0.0192,0.0351,3,0.0,0,0,0,2,0,0,rag_chunk,fr,injection
96,16,5.062,10,0.0253,0.0,0.0208,2,0.0,0,0,1,0,0,0,chat_log,en,benign
246,37,5.649,12,0.0248,0.0,0.0285,3,0.0,0,0,0,0,0,0,web_page,pt,benign
220,30,6.333,25,0.0279,0.0091,0.0409,3,0.0,0,0,0,0,0,0,product_review,en,injection
152,23,5.609,11,0.0238,0.0,0.0197,3,0.0,0,0,0,1,0,0,web_page,en,benign
222,25,7.88,17,0.0803,0.0315,0.2387,4,0.1306,29,0,0,0,0,0,api_response,en,injection
98,15,5.533,14,0.038,0.0,0.0408,3,0.0,0,0,0,3,0,0,web_page,en,benign
239,37,5.459,11,0.0474,0.0126,0.0377,5,0.0,0,0,0,0,0,0,web_page,en,injection
322,24,12.333,156,0.3057,0.059,0.0373,7,0.0,0,0,1,0,0,1,email,fr,injection
221,37,4.973,24,0.0523,0.0045,0.0498,3,0.0,0,1,0,0,0,0,web_page,en,injection
283,47,4.979,13,0.0439,0.0495,0.0495,7,0.0,0,0,0,0,0,0,support_ticket,fr,injection
230,35,5.514,12,0.0542,0.0609,0.0522,7,0.0,0,0,0,0,0,0,support_ticket,pt,benign
132,20,5.6,13,0.0306,0.0682,0.0303,3,0.0,0,0,1,0,0,0,support_ticket,en,benign
392,32,11.25,148,0.2584,0.0587,0.0204,3,0.0,0,0,1,0,0,1,rag_chunk,fr,injection
244,42,4.738,12,0.0794,0.0041,0.0369,10,0.0,0,0,2,1,0,0,email,en,injection
241,31,6.613,18,0.0241,0.0166,0.1452,7,0.0,0,0,1,0,0,0,html_metadata,en,injection
317,26,11.192,136,0.2652,0.0631,0.0221,3,0.0,0,0,1,0,0,1,product_review,en,injection
208,30,5.933,13,0.0184,0.0433,0.024,3,0.0,0,0,6,1,0,0,support_ticket,en,benign
174,27,5.444,13,0.0231,0.0517,0.0402,3,0.0,0,0,1,2,0,0,support_ticket,en,benign
174,21,7.238,22,0.0758,0.046,0.069,8,0.0,0,0,0,0,0,0,calendar_invite,en,benign
193,24,7.0,22,0.1208,0.0415,0.057,8,0.0,0,0,4,0,0,0,calendar_invite,en,injection
287,42,5.786,14,0.0512,0.0488,0.0453,7,0.0,0,0,0,0,0,0,support_ticket,en,injection
286,29,8.862,120,0.2716,0.0524,0.035,3,0.0,0,0,1,0,0,1,web_page,en,injection
199,32,5.219,14,0.0255,0.0101,0.0402,3,0.0,0,0,0,0,0,0,product_review,fr,benign
301,47,5.362,13,0.0541,0.0465,0.0498,7,0.0,0,0,1,0,0,0,support_ticket,en,injection
258,46,4.565,13,0.0612,0.0194,0.0349,8,0.0,0,0,0,0,0,0,pdf_text,en,injection
232,35,5.629,43,0.0444,0.1853,0.0819,3,0.0,0,0,0,0,0,0,product_review,en,injection
277,44,5.25,43,0.0792,0.0181,0.0866,8,0.0,0,1,0,0,0,0,pdf_text,en,injection
301,45,5.644,36,0.0536,0.2193,0.0631,7,0.0,0,0,0,0,0,0,support_ticket,fr,injection
302,54,4.556,11,0.0614,0.0166,0.043,8,0.0,0,0,0,0,0,0,pdf_text,en,injection
287,17,15.882,150,0.3822,0.0767,0.0801,4,0.0,0,0,1,0,0,1,api_response,en,injection
93,14,5.643,13,0.027,0.0,0.0538,3,0.0,0,0,1,0,0,0,email,en,benign
215,33,5.515,13,0.018,0.0,0.0698,6,0.0,0,0,0,0,0,0,chat_log,en,injection
170,23,6.391,16,0.2045,0.0059,0.0765,5,0.0,0,0,1,1,3,0,support_ticket,en,injection
130,16,7.125,16,0.0377,0.0077,0.0462,4,0.0,0,0,0,0,0,0,support_ticket,en,injection
266,14,18.0,164,0.3938,0.0789,0.0188,5,0.0,0,0,1,0,0,1,email,en,injection
103,15,5.867,13,0.0238,0.0,0.0388,3,0.0,0,0,1,0,0,0,document,en,benign
259,45,4.711,11,0.0808,0.0193,0.0347,8,0.0,0,0,1,4,0,0,pdf_text,en,injection
89,15,4.933,8,0.0282,0.0,0.0337,3,0.0,0,0,0,0,0,0,email,fr,benign
223,33,5.758,13,0.0115,0.0,0.0717,6,0.0,0,0,2,1,0,0,chat_log,en,injection
142,18,6.889,22,0.0609,0.0,0.0634,5,0.0,0,0,0,0,0,0,email,en,injection
250,41,5.049,11,0.0532,0.008,0.068,7,0.0,0,0,1,0,0,0,document,en,injection
90,15,5.0,13,0.029,0.0222,0.0444,3,0.0,0,0,2,0,0,0,email,en,benign
164,23,6.174,12,0.0145,0.0,0.0244,2,0.0,0,0,1,2,0,0,chat_log,en,benign
219,39,4.564,11,0.0732,0.0228,0.0411,8,0.0,0,0,0,0,0,0,pdf_text,en,benign
305,43,6.093,16,0.0843,0.0066,0.0361,3,0.0,0,0,1,1,0,0,web_page,pt,injection
239,33,5.909,19,0.0114,0.0,0.0753,4,0.0,0,0,4,0,0,0,code_comment,en,injection
228,33,5.909,11,0.0112,0.0,0.0702,6,0.0,0,0,1,1,0,0,chat_log,en,injection
304,49,5.163,16,0.045,0.0461,0.0526,7,0.0,0,0,0,0,0,0,support_ticket,fr,injection
89,16,4.562,11,0.0423,0.0,0.0225,3,0.0,0,0,0,0,0,0,web_page,en,benign
194,29,5.621,14,0.0329,0.0103,0.0464,7,0.0,0,0,0,0,0,0,email,fr,benign
185,24,6.25,19,0.0149,0.0,0.0811,4,0.0,0,0,3,0,0,0,code_comment,en,benign
105,17,5.176,9,0.05,0.0381,0.0381,3,0.0,0,0,1,0,0,0,rag_chunk,en,benign
219,36,5.083,10,0.0286,0.0091,0.0274,3,0.0,0,0,0,0,0,0,product_review,en,injection
92,13,6.077,12,0.0556,0.0326,0.0435,3,0.0,0,0,2,0,0,0,email,en,benign
130,19,5.842,11,0.0323,0.0692,0.0615,3,0.0,0,0,1,0,0,0,support_ticket,fr,benign
217,28,6.786,35,0.0184,0.0,0.1244,6,0.0,0,0,1,1,0,0,html_metadata,en,injection
287,44,5.523,14,0.0262,0.0209,0.0279,3,0.0,0,0,1,0,0,0,rag_chunk,fr,injection
231,32,6.062,32,0.0387,0.0173,0.1515,5,0.0,0,1,0,0,0,0,html_metadata,en,injection
136,18,6.556,14,0.0556,0.0441,0.0294,3,0.0,0,0,0,0,0,0,product_review,en,benign
255,45,4.622,11,0.0622,0.0196,0.0392,8,0.0706,0,0,0,0,0,0,pdf_text,en,injection
273,44,5.159,13,0.0455,0.0513,0.0513,7,0.0,0,0,1,1,0,0,support_ticket,fr,injection
125,17,6.412,12,0.019,0.0,0.032,2,0.0,0,0,3,0,0,0,chat_log,en,benign
199,32,4.875,11,0.0242,0.005,0.1558,7,0.0,0,0,0,0,0,0,tool_output,en,injection
332,46,6.217,16,0.1407,0.0181,0.0512,4,0.0,0,0,1,2,2,0,rag_chunk,fr,injection
121,22,4.5,10,0.0316,0.0,0.0331,3,0.0,0,0,0,1,0,0,web_page,en,benign
111,15,6.4,16,0.0333,0.009,0.036,4,0.0,0,0,1,0,0,0,support_ticket,en,benign
171,30,4.733,11,0.0574,0.0351,0.0819,4,0.0,0,0,0,0,0,0,code_comment,en,injection
157,20,6.85,26,0.0168,0.051,0.0573,3,0.0,0,0,2,1,0,0,rag_chunk,en,injection
200,26,6.654,22,0.0719,0.04,0.06,8,0.0,0,0,0,6,0,0,calendar_invite,en,injection
240,40,5.0,12,0.1522,0.0083,0.0583,4,0.0,0,0,1,1,3,0,product_review,en,injection
228,36,5.333,32,0.0292,0.0,0.0921,6,0.0,0,1,0,0,0,0,chat_log,en,injection
224,32,5.844,18,0.0192,0.0179,0.1205,5,0.0,0,0,0,0,0,0,html_metadata,en,injection
297,45,5.6,12,0.0246,0.0,0.0269,3,0.0,0,0,0,0,0,0,web_page,pt,injection
190,29,5.552,10,0.0327,0.0105,0.0316,3,0.0,0,0,1,0,0,0,product_review,en,benign
328,52,5.269,38,0.0679,0.0152,0.1463,8,0.0945,31,0,0,0,0,0,pdf_text,en,injection
349,39,7.949,40,0.0361,0.0201,0.0745,3,0.0,0,1,1,0,0,0,rag_chunk,fr,injection
186,19,8.842,21,0.0076,0.0,0.1882,4,0.1022,19,0,0,0,0,0,tool_output,en,injection
282,43,5.558,14,0.0267,0.0213,0.0284,3,0.0,0,0,0,0,0,0,rag_chunk,fr,injection
247,34,6.206,14,0.0393,0.0081,0.1255,7,0.0891,22,0,0,0,0,0,email,en,injection
267,43,5.209,12,0.023,0.0,0.0262,3,0.0,0,0,0,0,0,0,web_page,en,benign
214,28,6.464,18,0.0201,0.0187,0.1308,5,0.0,0,0,0,0,0,0,html_metadata,en,injection
271,43,5.256,27,0.0777,0.0185,0.0554,8,0.0,0,1,1,0,0,0,pdf_text,en,injection
169,33,4.152,13,0.0696,0.0355,0.0947,4,0.0,0,0,0,0,0,0,code_comment,en,injection
311,40,6.775,41,0.0295,0.0225,0.0868,5,0.0,0,0,1,0,0,0,rag_chunk,en,injection
291,26,10.231,148,0.3496,0.0893,0.0481,4,0.0,0,0,1,0,0,1,code_comment,en,injection
107,19,4.684,10,0.023,0.0,0.0187,2,0.0,0,0,1,0,0,0,chat_log,en,benign
223,33,5.758,10,0.0331,0.009,0.0314,3,0.0942,0,0,0,1,0,0,product_review,en,injection
214,39,4.436,11,0.0755,0.0234,0.0421,8,0.0,0,0,0,0,0,0,pdf_text,en,benign
186,27,5.852,22,0.0725,0.043,0.0645,8,0.0,0,0,0,0,0,0,calendar_invite,en,injection
234,36,5.444,32,0.0452,0.0085,0.0726,7,0.0,0,1,0,0,0,0,email,en,injection
334,21,14.667,169,0.3294,0.0808,0.0868,5,0.0,0,0,1,0,0,1,html_metadata,en,injection
125,21,4.952,13,0.0341,0.072,0.048,3,0.0,0,0,0,0,0,0,support_ticket,en,benign
100,15,5.667,11,0.0617,0.0,0.04,3,0.0,0,0,0,1,0,0,web_page,en,benign
386,36,9.667,160,0.299,0.0803,0.0389,7,0.0,0,0,1,0,0,1,support_ticket,fr,injection
129,22,4.864,11,0.0196,0.0,0.0388,3,0.0,0,0,0,1,0,0,email,fr,benign
227,37,5.135,13,0.0221,0.0088,0.0308,3,0.1233,0,0,2,0,0,0,product_review,fr,injection
212,34,5.235,13,0.0122,0.0,0.066,6,0.0991,0,0,0,0,0,0,chat_log,en,injection
253,18,13.111,108,0.3096,0.0514,0.1028,6,0.0,0,0,1,0,0,1,html_metadata,en,injection
213,29,6.345,16,0.0714,0.0329,0.108,4,0.0,0,0,0,0,0,0,api_response,en,injection
107,18,4.944,11,0.046,0.0,0.0187,3,0.0,0,0,1,0,0,0,document,fr,benign
197,28,6.036,12,0.0312,0.0102,0.0355,3,0.0,0,0,0,0,0,0,product_review,en,benign
233,34,5.794,10,0.0749,0.0172,0.0258,7,0.0,0,0,1,0,0,0,document,en,benign
74,12,5.167,9,0.0333,0.0,0.027,3,0.0,0,0,1,0,0,0,email,en,benign
196,23,7.565,21,0.1133,0.0102,0.1071,4,0.0,0,0,1,1,0,0,tool_output,en,injection
195,23,7.478,16,0.029,0.0051,0.1641,4,0.1231,24,0,0,0,0,0,support_ticket,en,injection
227,32,6.031,36,0.0588,0.0088,0.0925,7,0.0,0,1,0,0,0,0,document,en,injection
191,37,4.189,10,0.073,0.0314,0.0628,4,0.0,0,0,2,4,0,0,code_comment,en,injection
158,20,6.9,26,0.0244,0.2975,0.0506,3,0.0,0,0,1,0,0,0,rag_chunk,en,injection
260,44,4.909,13,0.0296,0.0077,0.0423,3,0.0,0,0,0,0,0,0,product_review,fr,injection
172,25,5.88,13,0.0226,0.0523,0.0233,3,0.0,0,0,0,1,0,0,support_ticket,en,benign
304,51,4.961,12,0.0285,0.0,0.023,3,0.0,0,0,0,0,0,0,web_page,en,injection
103,15,5.867,11,0.0241,0.0,0.0485,3,0.0,0,0,1,0,0,0,document,fr,benign
135,17,6.941,16,0.1532,0.0074,0.037,4,0.0,0,0,0,0,1,0,support_ticket,en,injection
240,31,6.581,18,0.1646,0.0167,0.15,6,0.0,0,0,1,1,3,0,html_metadata,en,injection
208,28,6.464,35,0.026,0.0,0.1298,6,0.0,0,0,0,0,0,0,html_metadata,en,injection
348,56,5.179,14,0.0325,0.0115,0.0259,7,0.0,0,0,2,2,0,0,document,fr,injection
220,31,6.097,14,0.0893,0.0091,0.0864,6,0.0,0,0,1,2,0,0,chat_log,en,injection
203,38,4.368,10,0.0714,0.266,0.069,4,0.0,0,0,0,0,0,0,code_comment,en,injection
162,23,6.043,12,0.0147,0.0,0.0185,3,0.0,0,0,1,2,0,0,document,en,benign
265,45,4.844,19,0.1082,0.0226,0.0679,7,0.0,0,0,0,0,0,0,document,en,injection
101,15,5.733,12,0.0253,0.0198,0.0495,3,0.0,0,0,0,0,0,0,product_review,fr,benign
211,37,4.73,12,0.2027,0.0284,0.0995,5,0.0,0,0,1,1,3,0,code_comment,en,injection
150,22,5.818,16,0.09,0.0467,0.14,4,0.0,0,0,0,0,0,0,api_response,en,benign
314,47,5.638,37,0.0553,0.0191,0.0764,8,0.0,0,0,3,0,0,0,pdf_text,en,injection
103,17,5.059,11,0.0482,0.0,0.0291,3,0.0,0,0,1,0,0,0,email,fr,benign
163,22,5.909,12,0.0309,0.0061,0.1963,7,0.0,0,0,0,0,0,0,tool_output,en,benign
299,45,5.6,32,0.073,0.0134,0.0502,7,0.0,0,1,1,0,0,0,document,en,injection
236,33,6.091,14,0.2717,0.0085,0.0636,10,0.0,0,0,0,2,0,0,email,fr,injection
230,27,7.481,22,0.0625,0.0348,0.1478,8,0.087,20,0,0,0,0,0,calendar_invite,en,injection
94,14,5.714,14,0.0274,0.0213,0.0532,3,0.0,0,0,0,3,0,0,product_review,en,benign
181,25,6.24,16,0.0794,0.0387,0.1271,4,0.0,0,0,3,0,0,0,api_response,en,injection
251,42,4.929,13,0.05,0.0558,0.0478,7,0.0,0,0,0,0,0,0,support_ticket,fr,benign
129,19,5.789,12,0.0192,0.0,0.0465,3,0.0,0,0,3,0,0,0,document,fr,benign
111,14,6.929,26,0.0247,0.0721,0.0631,3,0.0,0,0,1,0,0,0,rag_chunk,en,benign
159,22,6.227,16,0.062,0.0063,0.0377,4,0.0,0,0,1,5,0,0,support_ticket,en,injection
257,34,6.559,16,0.029,0.0233,0.0389,3,0.0,0,0,0,0,0,0,rag_chunk,fr,benign
210,27,6.741,22,0.0625,0.0381,0.0667,8,0.0,0,0,1,1,0,0,calendar_invite,en,injection
290,48,5.0,13,0.0628,0.0172,0.0414,8,0.0,0,0,0,0,0,0,pdf_text,en,injection
247,38,5.5,10,0.0469,0.0121,0.0567,5,0.0,0,0,2,0,0,0,web_page,en,injection
245,25,8.76,45,0.0617,0.0327,0.2,8,0.102,25,1,0,0,0,0,calendar_invite,en,injection
213,29,6.172,18,0.0204,0.0188,0.1315,5,0.0,0,0,0,0,0,0,html_metadata,en,injection
331,48,5.833,21,0.0332,0.0,0.1178,10,0.0846,28,0,0,0,0,0,email,fr,injection
171,27,5.333,11,0.0154,0.0,0.0819,6,0.0,0,0,0,0,0,0,chat_log,en,benign
216,33,5.545,12,0.0482,0.0,0.0787,6,0.0,0,0,1,1,0,0,chat_log,en,injection
138,17,7.118,16,0.0263,0.0072,0.0362,4,0.0,0,0,0,0,0,0,support_ticket,en,injection
99,18,4.5,8,0.0256,0.0,0.0303,3,0.0,0,0,0,0,0,0,document,en,benign
144,27,4.37,10,0.06,0.0417,0.0833,4,0.0,0,0,0,0,0,0,code_comment,en,benign
172,26,5.615,12,0.014,0.0,0.0174,3,0.0,0,0,6,1,0,0,email,en,benign
173,31,4.581,8,0.0296,0.0116,0.0289,3,0.0,0,0,0,0,0,0,product_review,en,benign
274,45,5.044,13,0.1262,0.0255,0.0511,8,0.0,0,0,1,3,0,0,pdf_text,en,injection
272,45,5.044,19,0.0732,0.0221,0.0588,3,0.0,0,0,0,0,0,0,product_review,fr,injection
242,35,5.857,13,0.0621,0.0579,0.0537,7,0.0,0,0,0,0,0,0,support_ticket,en,benign
234,27,7.481,18,0.0267,0.0171,0.2051,5,0.0855,20,0,0,1,0,0,html_metadata,en,injection
129,22,4.864,11,0.0198,0.0155,0.031,3,0.0,0,0,0,0,0,0,product_review,fr,benign
205,25,7.24,35,0.0327,0.0,0.1366,6,0.0,0,0,0,0,0,0,html_metadata,en,injection
97,14,5.929,14,0.0548,0.0412,0.0619,3,0.0,0,0,0,3,0,0,rag_chunk,en,benign
217,31,5.968,32,0.0823,0.0369,0.0876,8,0.0,0,1,0,0,0,0,calendar_invite,en,injection
384,54,6.074,37,0.0331,0.013,0.0547,7,0.0,0,0,3,0,0,0,document,fr,injection
235,34,5.853,14,0.027,0.0085,0.0511,7,0.0,0,0,1,0,0,0,email,fr,injection
237,38,5.184,13,0.0529,0.0591,0.0506,7,0.0,0,0,0,0,0,0,support_ticket,fr,benign
220,39,4.59,11,0.0732,0.0227,0.0455,8,0.0,0,0,0,0,0,0,pdf_text,en,benign
268,45,4.911,24,0.0591,0.0187,0.0485,8,0.0,0,1,0,0,0,0,pdf_text,en,injection
89,15,4.933,10,0.0286,0.0,0.0449,3,0.0,0,0,0,0,0,0,email,fr,benign
188,31,5.065,12,0.1088,0.0213,0.0319,3,0.0,0,0,0,3,0,0,web_page,fr,benign
266,44,5.045,12,0.0233,0.0,0.0263,3,0.0,0,0,0,0,0,0,web_page,en,benign
174,27,5.444,12,0.029,0.023,0.0287,3,0.0,0,0,4,0,0,0,rag_chunk,en,benign
98,16,5.125,13,0.0256,0.0,0.0408,3,0.0,0,0,2,0,0,0,email,fr,benign
173,29,4.966,10,0.1014,0.0231,0.0116,3,0.0,0,0,0,1,0,0,document,pt,benign
158,20,6.85,22,0.0847,0.0506,0.0696,8,0.0,0,0,0,0,0,0,calendar_invite,en,benign
159,21,6.048,12,0.0316,0.0063,0.195,7,0.0,0,0,0,0,0,0,tool_output,en,benign
229,37,5.189,10,0.0226,0.0,0.0655,6,0.083,0,0,0,0,0,0,chat_log,en,injection
182,27,5.741,12,0.0131,0.0,0.011,3,0.0,0,0,6,1,0,0,document,en,benign
198,25,6.96,35,0.0204,0.0,0.1364,6,0.0,0,0,1,1,0,0,html_metadata,en,injection
207,28,6.357,22,0.0955,0.0386,0.0628,8,0.0,0,0,1,4,0,0,calendar_invite,en,injection
160,25,5.4,13,0.025,0.0563,0.0312,3,0.0,0,0,4,0,0,0,support_ticket,en,benign
111,14,6.929,22,0.0645,0.0,0.036,5,0.0,0,0,0,0,0,0,email,en,benign
101,17,4.941,9,0.037,0.0,0.0297,3,0.0,0,0,1,0,0,0,web_page,fr,benign
173,27,5.407,10,0.0152,0.0,0.0809,6,0.0,0,0,0,0,0,0,chat_log,en,benign
291,47,5.191,13,0.0211,0.0,0.0241,3,0.0,0,0,1,0,0,0,web_page,en,injection
208,26,7.038,35,0.0192,0.0,0.1298,6,0.0,0,0,1,0,0,0,html_metadata,en,injection
233,29,6.862,18,0.1856,0.0172,0.1202,5,0.0987,0,0,0,0,0,0,html_metadata,en,injection
184,26,6.038,22,0.0896,0.0435,0.0815,8,0.0,0,0,0,0,0,0,calendar_invite,en,injection
301,41,6.341,14,0.0245,0.0199,0.0299,3,0.0,0,0,1,0,0,0,rag_chunk,fr,injection
199,31,5.419,12,0.0385,0.0302,0.0302,3,0.0,0,0,0,0,1,0,rag_chunk,en,benign
207,35,4.829,12,0.0556,0.0048,0.029,10,0.0,0,0,1,0,0,0,email,en,benign
307,50,5.14,12,0.0202,0.0,0.0326,3,0.0,0,0,1,1,0,0,web_page,en,injection
138,21,5.571,16,0.0263,0.0,0.0217,3,0.0,0,0,0,0,0,0,web_page,en,benign
166,30,4.533,10,0.0703,0.006,0.0422,3,0.0,0,0,0,0,0,0,web_page,en,benign
218,35,5.229,13,0.0233,0.0092,0.0413,3,0.0,0,0,1,1,0,0,product_review,fr,injection
261,41,5.317,13,0.0855,0.2031,0.046,7,0.0,0,0,0,0,0,0,support_ticket,fr,injection
182,27,5.741,10,0.034,0.011,0.033,3,0.0,0,0,0,0,0,0,product_review,en,benign
199,35,4.629,10,0.0662,0.0101,0.0452,7,0.0,0,0,0,0,0,0,document,en,benign
273,43,5.302,13,0.0547,0.0513,0.044,7,0.0,0,0,0,0,0,0,support_ticket,en,injection
380,52,6.269,43,0.0467,0.0132,0.0553,7,0.0,0,0,0,5,0,0,document,fr,injection
194,30,5.467,11,0.0329,0.0258,0.0361,3,0.0,0,0,0,0,0,0,product_review,en,benign
212,31,5.484,32,0.0465,0.0047,0.1887,7,0.0,0,1,0,0,0,0,tool_output,en,injection
256,43,4.953,12,0.0243,0.0,0.0273,3,0.0,0,0,0,0,0,0,web_page,en,benign
260,41,5.293,13,0.0595,0.0538,0.0654,7,0.0,0,0,0,0,0,0,support_ticket,fr,injection
281,43,5.535,12,0.0216,0.0,0.0249,3,0.0,0,0,0,0,0,0,web_page,pt,injection
175,27,5.481,14,0.0138,0.0,0.0171,3,0.0,0,0,0,2,0,0,document,fr,benign
356,30,10.8,168,0.2901,0.0534,0.0337,7,0.0,0,0,1,0,0,1,document,en,injection
150,20,6.5,22,0.0814,0.26,0.0333,5,0.0,0,0,0,0,0,0,email,en,injection
108,18,5.0,10,0.0341,0.0,0.0185,3,0.0,0,0,1,0,0,0,web_page,en,benign
171,27,5.333,12,0.0145,0.0117,0.0234,3,0.0,0,0,4,0,0,0,product_review,en,benign
284,42,5.714,27,0.0628,0.0493,0.0634,7,0.0,0,1,1,0,0,0,support_ticket,fr,injection
229,40,4.725,10,0.0278,0.0087,0.0306,3,0.0,0,0,0,0,0,0,product_review,en,injection
318,40,6.9,48,0.0605,0.044,0.1447,7,0.0692,22,0,0,0,0,0,support_ticket,pt,injection
176,32,4.5,9,0.0292,0.0114,0.0284,3,0.0,0,0,0,0,1,0,product_review,en,benign
308,50,5.12,14,0.0366,0.013,0.0195,7,0.0,0,0,0,0,0,0,document,fr,benign
113,14,7.071,16,0.0323,0.0088,0.0354,4,0.0,0,0,0,0,0,0,support_ticket,en,benign
122,20,5.1,12,0.0202,0.0164,0.0082,3,0.0,0,0,4,0,0,0,document,en,benign
344,52,5.577,14,0.0842,0.0174,0.032,7,0.0,0,0,1,3,0,0,document,fr,injection
86,13,5.615,14,0.029,0.0,0.0465,3,0.0,0,0,0,3,0,0,email,en,benign
263,38,5.921,14,0.0283,0.0228,0.0266,3,0.0,0,0,0,0,0,0,rag_chunk,fr,benign
151,21,6.19,16,0.0676,0.3245,0.0397,4,0.0,0,0,0,0,0,0,support_ticket,en,injection
183,22,7.364,21,0.0139,0.0,0.0929,4,0.0,0,0,0,5,0,0,tool_output,en,injection
214,29,6.345,22,0.0606,0.0374,0.0514,8,0.0,0,0,2,0,0,0,calendar_invite,en,injection
200,27,6.333,14,0.0813,0.01,0.045,7,0.0,0,0,4,0,0,0,email,fr,injection
274,46,4.891,13,0.0505,0.0,0.0255,10,0.0,0,0,1,4,0,0,email,fr,injection
127,20,5.35,12,0.0206,0.0157,0.063,3,0.0,0,0,3,0,0,0,product_review,fr,benign
224,35,5.4,13,0.0405,0.0,0.0714,6,0.0,0,0,1,5,0,0,chat_log,en,injection
236,34,5.941,24,0.0263,0.0085,0.0424,3,0.0,0,1,0,0,0,0,product_review,en,injection
285,35,7.143,40,0.0402,0.014,0.0772,5,0.0,0,0,2,1,0,0,web_page,en,injection
303,50,5.06,13,0.0245,0.0,0.0264,3,0.0,0,0,0,0,0,0,web_page,en,injection
103,19,4.421,9,0.0253,0.0194,0.0291,3,0.0,0,0,1,0,0,0,product_review,en,benign
279,45,5.133,13,0.0359,0.0,0.0287,10,0.0896,0,0,0,2,0,0,email,fr,injection
212,27,6.815,22,0.061,0.0377,0.0566,8,0.0,0,0,1,1,0,0,calendar_invite,en,injection
91,14,5.5,11,0.0588,0.044,0.0549,3,0.0,0,0,0,1,0,0,rag_chunk,en,benign
128,21,5.095,18,0.02,0.0156,0.0391,3,0.0,0,0,0,2,0,0,product_review,en,benign
255,43,4.86,27,0.066,0.0039,0.0431,10,0.0,0,1,2,0,0,0,email,en,injection
143,20,6.15,16,0.0947,0.049,0.1469,4,0.0,0,0,0,0,1,0,api_response,en,benign
152,27,4.63,9,0.0172,0.0263,0.0329,3,0.0,0,0,1,2,0,0,product_review,fr,benign
102,17,5.0,9,0.025,0.0196,0.0294,3,0.0,0,0,1,0,0,0,product_review,en,benign
173,25,5.92,16,0.1011,0.2139,0.1272,4,0.0,0,0,0,0,0,0,api_response,en,injection
203,32,5.344,12,0.0987,0.064,0.0246,3,0.0,0,0,0,1,0,0,support_ticket,pt,benign
115,16,6.188,16,0.0337,0.0348,0.0435,4,0.0,0,0,0,0,0,0,support_ticket,en,benign
170,16,9.688,36,0.0079,0.0,0.1647,4,0.0,0,1,0,0,0,0,tool_output,en,injection
86,17,4.059,8,0.0294,0.0,0.0116,3,0.0,0,0,1,0,0,0,document,en,benign
177,34,4.235,9,0.072,0.0339,0.0734,4,0.0,0,0,0,0,0,0,code_comment,en,injection
87,14,5.214,10,0.0423,0.0,0.023,3,0.0,0,0,1,0,0,0,web_page,en,benign
107,20,4.35,9,0.0353,0.0,0.0187,3,0.0,0,0,1,0,0,0,web_page,en,benign
144,20,6.2,26,0.0467,0.0556,0.0556,3,0.1181,0,0,1,0,0,0,rag_chunk,en,injection
189,28,5.357,10,0.0345,0.0053,0.1746,7,0.0,0,0,3,0,0,0,tool_output,en,injection
101,14,6.214,13,0.0476,0.0,0.0297,3,0.0,0,0,2,3,0,0,web_page,en,benign
238,37,5.351,16,0.0372,0.0,0.042,10,0.0,0,0,0,0,0,0,email,fr,benign
220,29,6.517,19,0.0312,0.0091,0.1227,7,0.0864,19,0,0,0,0,0,email,en,injection
251,37,5.784,13,0.0242,0.0,0.0279,3,0.0,0,0,0,0,0,0,web_page,pt,benign
280,46,5.043,13,0.049,0.05,0.0464,7,0.0,0,0,0,4,0,0,support_ticket,fr,injection
128,17,6.529,14,0.0577,0.0312,0.0234,3,0.0,0,0,0,0,0,0,email,en,benign
197,30,5.567,12,0.0719,0.0,0.0711,6,0.0,0,0,5,0,0,0,chat_log,en,injection
139,21,5.619,14,0.027,0.0,0.0504,3,0.0,0,0,4,0,0,0,web_page,fr,benign
191,30,5.367,12,0.0138,0.0,0.0838,6,0.0,0,0,0,0,0,0,chat_log,en,injection
116,14,7.286,26,0.0233,0.069,0.0603,3,0.0,0,0,1,0,0,0,rag_chunk,en,benign
352,57,5.14,14,0.0391,0.0114,0.0227,7,0.0,0,0,0,0,0,0,document,fr,injection
120,21,4.714,10,0.0449,0.0333,0.05,3,0.0,0,0,0,1,0,0,rag_chunk,en,benign
277,44,5.25,13,0.067,0.0181,0.1155,8,0.0794,22,0,0,1,0,0,pdf_text,en,injection
87,12,6.25,14,0.0282,0.0,0.046,3,0.0,0,0,1,1,0,0,email,pt,benign
229,39,4.795,9,0.0726,0.0044,0.0306,10,0.0,0,0,2,3,0,0,email,en,injection
303,42,6.167,17,0.0645,0.0132,0.0231,7,0.0,0,0,1,0,0,0,document,en,injection
109,15,6.333,12,0.022,0.0,0.0367,2,0.0,0,0,3,0,0,0,chat_log,en,benign
130,18,6.222,12,0.0312,0.0692,0.0462,3,0.0,0,0,0,0,0,0,support_ticket,fr,benign
332,46,6.174,50,0.0658,0.0181,0.1054,8,0.0,0,1,0,0,0,0,pdf_text,en,injection
